,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2013,0.0,,,0.0,,,
December 2013,42.0,,,-42.0,,,
March 2014,80.0,,,-80.0,,,
June 2014,3446.0,,,-3446.0,,,
September 2014,2602.0,,2602.0,-1402.0,4332.0,3569.0,
December 2014,8390.0,,8390.0,-8390.0,,,
March 2015,340.0,,340.0,-340.0,28715.0,28032.0,
June 2015,18473.0,,,-18473.0,25600.0,24957.0,
September 2015,6190.0,,6150.0,-6190.0,15627.0,15024.0,
December 2015,4410.0,,4410.0,-4997.0,9437.0,,
March 2016,21520.0,,21520.0,-21520.0,4177.0,4177.0,
June 2016,32759.0,,17799.0,-11782.0,74657.0,74657.0,
September 2016,32346.0,,24846.0,5483.0,314498.0,218114.0,587.0
December 2016,29342.0,,21842.0,50082.0,250189.0,158805.0,
March 2017,32372.0,,24872.0,26616.0,291805.0,205421.0,
June 2017,65334.0,,57834.0,59251.0,676909.0,457285.0,
September 2017,37758.0,,31458.0,38105.0,954031.0,271319.0,
December 2017,188239.0,,177839.0,-134004.0,894355.0,444355.0,
March 2018,487633.0,,477033.0,-458201.0,899308.0,474308.0,
June 2018,263698.0,,211257.0,-557850.0,1676432.0,724832.0,
September 2018,139346.0,,101846.0,-228554.0,1194669.0,553669.0,
December 2018,188018.0,,126458.0,-150171.0,987769.0,575369.0,
March 2019,-296531.0,,233281.0,-220719.0,1304434.0,917102.0,
June 2019,671255.0,,63524.0,-404635.0,1799353.0,1275444.0,
September 2019,202117.0,0.0,155743.0,-63354.0,4576246.0,3992779.0,
December 2019,319979.0,0.0,277501.0,-351978.0,4474427.0,3512216.0,
March 2020,-344422.0,108800.0,185789.0,-315874.0,4565803.0,3190001.0,
June 2020,-1817768.0,0.0,727492.0,-791865.0,4349530.0,2994482.0,
September 2020,-237496.0,,231146.0,-525454.0,4942720.0,2779106.0,
December 2020,-711638.0,,578651.0,-353847.0,4692305.0,1079751.0,
March 2021,-517845.0,,443345.0,-843173.0,5702034.0,1189690.0,
June 2021,-377691.0,,258191.0,-1885623.0,5804861.0,1047176.0,
September 2021,-363967.0,,308966.0,-1052045.0,5757727.0,879282.0,
December 2021,-663004.0,,427088.0,451940.0,6738733.0,1380971.0,
March 2022,-421317.0,,370067.0,-1169662.0,,,
