,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,2904644.5,,-2327773.5,,,
June 2010,2904644.5,,-2327773.5,,,
September 2010,3313608.0,,-5526048.0,,,
December 2010,3665617.0,,-12988748.0,,,
March 2011,1540620.0,,-4848356.0,4544825.0,1369319.0,
June 2011,1727659.0,,-369626.0,,,
September 2011,2780576.0,,-2808560.0,,,
December 2011,5642345.0,,-5624524.0,3022560.0,564208.0,
March 2012,771589.0,,-714913.0,462647.0,61056.0,
June 2012,753135.0,,-211704.0,764172.0,102606.0,
September 2012,1766464.0,,-1997392.0,1147686.0,503145.0,
December 2012,2024620.0,,-1268304.0,5057792.0,216098.0,
March 2013,1797674.0,0.0,-1349930.0,4579778.0,291017.0,
June 2013,1550458.0,0.0,-5163252.0,,,
September 2013,3369127.0,0.0,-10511785.0,4218292.0,345780.0,
December 2013,2651191.0,0.0,610447.0,,,
March 2014,1864220.0,347475.0,-169651.0,4492898.0,356186.0,
June 2014,2031372.0,347475.0,-1453808.0,4534598.0,222054.0,
September 2014,1737655.0,155904.0,5210078.0,4439058.0,268302.0,
December 2014,897444.0,-508315.0,-2037579.0,3919505.0,236657.0,
March 2015,627319.0,18282.0,-2563677.0,1393599.0,322777.0,
June 2015,929951.0,18282.0,-1108240.0,7445306.0,243808.0,
September 2015,1322357.0,18282.0,-1010859.0,6902473.0,124057.0,
December 2015,1193673.0,0.0,132292.0,6941765.0,496455.0,
March 2016,1558257.0,61121.0,-1126624.0,2898084.0,216998.0,
June 2016,885534.0,61121.0,-906344.0,2356969.0,168819.0,
September 2016,2112409.0,61121.0,-2245994.0,2897015.0,1128106.0,
December 2016,2775855.0,61121.0,-2818313.0,2541157.0,894914.0,
March 2017,895126.0,0.0,-798587.0,2587028.0,1814959.0,
June 2017,1707365.0,318296.0,-1700414.0,2108669.0,1260100.0,
September 2017,1927516.0,269520.0,-1801309.0,6506795.0,2828612.0,
December 2017,3296108.0,359427.0,-5736832.0,8629944.0,1668596.0,
March 2018,955549.0,12403.0,-897486.0,5831724.0,1657271.0,
June 2018,924813.0,134299.0,5148750.0,6839432.0,5304571.0,
September 2018,1731977.0,481629.0,-2098301.0,7042381.0,162400.0,
December 2018,1719814.0,231328.0,2145600.0,6661842.0,366346.0,
March 2019,1554674.0,498075.0,-1436336.0,10147846.0,97381.0,
June 2019,1446521.0,480121.0,-3974121.0,10655749.0,462530.0,
September 2019,1642110.0,319938.0,-3297093.0,12574066.0,3867872.0,
December 2019,1413116.0,149503.0,-747136.0,10019667.0,1821914.0,
March 2020,1205111.0,159814.0,-2048947.0,10226284.0,1568234.0,
June 2020,2363308.0,156208.0,-198620.0,9133919.0,655527.0,
September 2020,1763219.0,115.0,-2343796.0,9142960.0,853635.0,
December 2020,2642746.0,339530.0,-11912676.0,32399546.0,12187193.0,
March 2021,4456393.0,217490.0,-7467914.0,25997520.0,12902118.0,7785396.0
June 2021,6198562.0,251253.0,-8814001.0,49781077.0,34814240.0,
September 2021,11121312.0,344890.0,-9059632.0,103766663.0,37254866.0,66511797.0
December 2021,4764932.0,209871.0,-15072927.0,120961318.0,50331609.0,70629709.0
March 2022,4870058.0,279606.0,-5685382.0,99753493.0,33759996.0,65993497.0
