,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,540250000.0,385000000.0,-128500000.0,,
June 2009,540250000.0,385000000.0,-128500000.0,,
September 2009,540250000.0,385000000.0,-128500000.0,,
December 2009,540250000.0,385000000.0,-128500000.0,,
March 2010,522000000.0,423000000.0,-202000000.0,,
June 2010,517000000.0,421000000.0,-115000000.0,,
September 2010,475000000.0,386000000.0,-99000000.0,,
December 2010,389000000.0,307000000.0,-203000000.0,,
March 2011,452000000.0,370000000.0,-164000000.0,,
June 2011,467000000.0,385000000.0,-101000000.0,,
September 2011,502000000.0,417000000.0,-105000000.0,,
December 2011,559000000.0,464000000.0,-173000000.0,,
March 2012,480000000.0,397000000.0,-360000000.0,,
June 2012,491000000.0,408000000.0,-56000000.0,,
September 2012,502000000.0,418000000.0,-50000000.0,,
December 2012,676000000.0,438000000.0,-713000000.0,,
March 2013,492000000.0,433000000.0,-131000000.0,,
June 2013,,,,,
September 2013,,,,,
December 2013,,,,,
March 2014,512000000.0,447000000.0,-12000000.0,,
