,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2011,17601333.333333332,-4381000.0,,
March 2012,17601333.333333332,-18765000.0,,
June 2012,17601333.333333332,-20251000.0,,
September 2012,39001000.0,-27692000.0,,
December 2012,71120333.33333334,-72590000.0,1538136000.0,68143000.0
March 2013,47767000.0,-21728000.0,,
June 2013,51130000.0,-42958000.0,,
September 2013,50083000.0,-27027000.0,1519168000.0,88598000.0
December 2013,84261000.0,-67474000.0,1580938000.0,118801000.0
March 2014,62058000.0,-19285000.0,1683434000.0,123003000.0
June 2014,60466000.0,-13448000.0,1674518000.0,103060000.0
September 2014,57497000.0,-7898000.0,1729232000.0,112087000.0
December 2014,55858000.0,-2204000.0,1746043000.0,120644000.0
March 2015,59145000.0,884000.0,1724702000.0,125185000.0
June 2015,64946000.0,-2071000.0,1747513000.0,132807000.0
September 2015,68637000.0,-15351000.0,1802317000.0,136693000.0
December 2015,70366000.0,-9232000.0,1803490000.0,117586000.0
March 2016,166948000.0,21811000.0,2756274000.0,192711000.0
June 2016,143804000.0,-28040000.0,2871346000.0,183431000.0
September 2016,132887000.0,-31737000.0,2813673000.0,165542000.0
December 2016,122852000.0,-34865000.0,2756274000.0,154108000.0
March 2017,132794000.0,-35388000.0,2739267000.0,173513000.0
June 2017,133028000.0,-39129000.0,2716479000.0,182028000.0
September 2017,137427000.0,-40264000.0,2651099000.0,172064000.0
December 2017,129857000.0,7473000.0,2600034000.0,167143000.0
March 2018,126048000.0,-7088000.0,2677808000.0,235032000.0
June 2018,119249000.0,627000.0,2637865000.0,220368000.0
September 2018,112207000.0,-6335000.0,2618403000.0,231570000.0
December 2018,120104000.0,12770000.0,2606507000.0,236108000.0
March 2019,121675000.0,-3488000.0,2676770000.0,223833000.0
June 2019,121962000.0,-26228000.0,2648087000.0,237597000.0
September 2019,117709000.0,7816000.0,2622473000.0,231726000.0
December 2019,92650000.0,9553000.0,2584086000.0,247586000.0
March 2020,124941000.0,-2244000.0,2577851000.0,255264000.0
June 2020,114257000.0,4598000.0,2596202000.0,291162000.0
September 2020,123697000.0,6674000.0,2631780000.0,306902000.0
