,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,9596000.0,-13222000.0,,
June 2020,12230000.0,-20341000.0,,
September 2020,6086000.0,-17669000.0,,
December 2020,11065000.0,-28875000.0,47347000.0,42297000.0
March 2021,14298000.0,-36687000.0,139200000.0,133498000.0
June 2021,14444000.0,-17072000.0,125359000.0,119702000.0
September 2021,13288000.0,-15704000.0,109940000.0,104393000.0
December 2021,6668000.0,14890000.0,96513000.0,91247000.0
March 2022,11667000.0,-14240000.0,81258000.0,76239000.0
June 2022,6073000.0,-9139000.0,70813000.0,65885000.0
