,OperatingExpenses,Assets
March 2020,0.0,3035.0
June 2020,315.0,
September 2020,35637.0,
December 2020,-21522.0,3035.0
March 2021,4283.0,4509.0
June 2021,31997.0,100.0
September 2021,93364.0,108436.0
December 2021,352799.0,24637.0
March 2022,12753.0,13224.0
