,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,15744250.0,6819750.0,
June 2009,15744250.0,6819750.0,
September 2009,15744250.0,6819750.0,
December 2009,15744250.0,6819750.0,
March 2010,51480000.0,-19780000.0,
June 2010,57610000.0,-15578000.0,
September 2010,63685000.0,-24821000.0,
December 2010,123644000.0,-43669000.0,5813066000.0
March 2011,49289000.0,-2611000.0,
June 2011,55901000.0,-6938000.0,5026164000.0
September 2011,58777000.0,-1804000.0,4886839000.0
December 2011,106296000.0,83000.0,4778155000.0
March 2012,54209000.0,-2720000.0,4913299000.0
June 2012,74886000.0,25679000.0,4866940000.0
September 2012,86917000.0,158130000.0,1548822000.0
December 2012,108465000.0,-15074000.0,1547188000.0
March 2013,76722000.0,-2558000.0,1575263000.0
June 2013,89326000.0,-1702000.0,1414167000.0
September 2013,93849000.0,9603000.0,1427802000.0
December 2013,103433000.0,23720000.0,1441365000.0
March 2014,90340000.0,3136000.0,1420133000.0
June 2014,103299000.0,9260000.0,1414675000.0
September 2014,112728000.0,3828000.0,1397546000.0
December 2014,115282000.0,-2374000.0,1411296000.0
March 2015,97782000.0,1886000.0,1418605000.0
June 2015,114226000.0,84295000.0,1354503000.0
September 2015,132324000.0,16358000.0,1349379000.0
December 2015,122368000.0,19935000.0,1340960000.0
March 2016,112055000.0,5482000.0,1380198000.0
June 2016,142204000.0,244000.0,1384842000.0
September 2016,133584000.0,17775000.0,1405129000.0
December 2016,127638000.0,4861000.0,1436068000.0
March 2017,114195000.0,17440000.0,1415824000.0
June 2017,135804000.0,12081000.0,1514188000.0
September 2017,146842000.0,8126000.0,1525242000.0
December 2017,141284000.0,45645000.0,1606665000.0
March 2018,124898000.0,11142000.0,1582269000.0
June 2018,141563000.0,6481000.0,1664448000.0
September 2018,143559000.0,6179000.0,1677767000.0
December 2018,54318000.0,11300000.0,1705020000.0
March 2019,121993000.0,1499000.0,1760676000.0
June 2019,177968000.0,-11648000.0,1801761000.0
September 2019,130032000.0,22388000.0,1817438000.0
December 2019,155693000.0,5452000.0,1793268000.0
March 2020,126853000.0,-28310000.0,1776496000.0
June 2020,49820000.0,-35800000.0,1671337000.0
September 2020,120933000.0,-25322000.0,1239573000.0
December 2020,73329000.0,8903000.0,1250119000.0
March 2021,90964000.0,2974000.0,1237628000.0
June 2021,114786000.0,19501000.0,1274253000.0
September 2021,132496000.0,23127000.0,1283657000.0
December 2021,127560000.0,13128000.0,1210512000.0
March 2022,119302000.0,15988000.0,1259128000.0
June 2022,149158000.0,17784000.0,1295335000.0
