,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,,33567.0,,
June 2010,,52153.0,,
September 2010,,202118.0,,
December 2010,,356099.0,1350325.0,696153.0
March 2011,7404.5,389480.0,,
June 2011,7404.5,714390.0,1653316.0,704022.0
September 2011,,568255.0,1548214.0,535879.0
December 2011,,1679717.0,1785209.0,597117.0
March 2012,3344.5,666466.0,1756256.0,483504.0
June 2012,3344.5,608817.0,1730225.0,381852.0
