,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2020,6235500.0,5470500.0,5603500.0,,,
June 2020,6235500.0,5470500.0,5603500.0,,,
September 2020,10112000.0,9464000.0,10268000.0,,,
December 2020,44338000.0,18515000.0,0.0,542407000.0,51595000.0,490812000.0
March 2021,22449000.0,18734000.0,22234000.0,,,
June 2021,36462000.0,29662000.0,19499000.0,,,
September 2021,36710000.0,28584000.0,1183000.0,825502000.0,144744000.0,680758000.0
December 2021,94424000.0,82544000.0,10691000.0,837740000.0,158838000.0,678902000.0
March 2022,52079000.0,45644000.0,-2035000.0,882223000.0,180426000.0,701797000.0
June 2022,106618000.0,69166000.0,-12039000.0,859163000.0,192048000.0,667115000.0
