,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2018,,0.0,
June 2018,,5550000.0,758696000.0
September 2018,,12001000.0,801495000.0
December 2018,,6705000.0,802905000.0
March 2019,7253000.0,2899000.0,832725000.0
June 2019,7302000.0,12316000.0,840869000.0
September 2019,8657000.0,14726000.0,897102000.0
December 2019,10138000.0,2039000.0,951048000.0
March 2020,9929000.0,-3334000.0,938378000.0
June 2020,8590000.0,4133000.0,1326814000.0
September 2020,11614000.0,961000.0,1461908000.0
December 2020,12343000.0,8205000.0,1523073000.0
March 2021,14642000.0,3798000.0,1354419000.0
June 2021,10881000.0,16330000.0,1310967000.0
September 2021,6689000.0,14389000.0,1405020000.0
December 2021,5295000.0,7627000.0,1188760000.0
