,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,999.0,-999.0,,
June 2013,746.0,-746.0,,
September 2013,11361.0,-11361.0,13093.0,13093.0
December 2013,2175.0,-2175.0,,
March 2014,9867.0,-9867.0,5401.0,5401.0
June 2014,4898.0,-4898.0,13003.0,13003.0
September 2014,37468.0,-37468.0,12885.0,12885.0
December 2014,13525.0,-13525.0,9040.0,9040.0
March 2015,6090.0,-6090.0,1270.0,1270.0
June 2015,4800.0,-4800.0,1270.0,1270.0
September 2015,7476.0,-7476.0,,
December 2015,4300.0,-4300.0,1094.0,1094.0
March 2016,8649.0,-8649.0,,
June 2016,27180.0,-27180.0,,
September 2016,6089.0,-6089.0,0.0,0.0
December 2016,8785.0,-8785.0,,
March 2017,4300.0,-4300.0,,
June 2017,4598.0,-4598.0,202.0,202.0
September 2017,4300.0,-4300.0,0.0,0.0
December 2017,8300.0,-8300.0,6000.0,6000.0
March 2018,4374.0,-4374.0,0.0,0.0
June 2018,8971.0,-8971.0,0.0,0.0
September 2018,600.0,-600.0,0.0,0.0
December 2018,9989.0,-9989.0,0.0,0.0
March 2019,6293.0,-6293.0,0.0,0.0
June 2019,4296.0,-4296.0,0.0,0.0
September 2019,4300.0,-4300.0,0.0,0.0
December 2019,15116.0,-15116.0,0.0,0.0
March 2020,2300.0,-2300.0,,
June 2020,5870.0,-5870.0,0.0,0.0
September 2020,5541.0,-5541.0,0.0,0.0
December 2020,15500.0,-15500.0,0.0,0.0
March 2021,7000.0,-7000.0,0.0,0.0
June 2021,1875.0,-1875.0,2000.0,2000.0
September 2021,5281.0,-5281.0,0.0,0.0
December 2021,16300.0,-16300.0,3000.0,3000.0
March 2022,6782.0,-6782.0,2250.0,2250.0
June 2022,15463.0,-15463.0,5000.0,5000.0
