,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,827750000.0,275750000.0,,,
June 2007,,827750000.0,275750000.0,,,
September 2007,,827750000.0,275750000.0,,,
December 2007,,827750000.0,275750000.0,,,
March 2008,45250000.0,866500000.0,313500000.0,,,
June 2008,45250000.0,866500000.0,313500000.0,,,
September 2008,45250000.0,870000000.0,342000000.0,,,
December 2008,45250000.0,811000000.0,179000000.0,10946000000.0,2521000000.0,
March 2009,45250000.0,773000000.0,321000000.0,,,
June 2009,45250000.0,851000000.0,354000000.0,,,
September 2009,45250000.0,873000000.0,361000000.0,11520000000.0,2898000000.0,
December 2009,45250000.0,893000000.0,176000000.0,11200000000.0,2558000000.0,
March 2010,46750000.0,788000000.0,418000000.0,11389000000.0,2754000000.0,
June 2010,46750000.0,822000000.0,302000000.0,,,
September 2010,46750000.0,828000000.0,338000000.0,11724000000.0,3005000000.0,
December 2010,46750000.0,861000000.0,189000000.0,11847000000.0,2915000000.0,720000000.0
March 2011,48000000.0,849000000.0,366000000.0,12188000000.0,3051000000.0,
June 2011,48000000.0,900000000.0,343000000.0,12356000000.0,3136000000.0,
September 2011,48000000.0,886000000.0,290000000.0,12263000000.0,3178000000.0,
December 2011,48000000.0,1090000000.0,232000000.0,11943000000.0,3027000000.0,516000000.0
March 2012,51500000.0,836000000.0,358000000.0,12134000000.0,3192000000.0,
June 2012,51500000.0,929000000.0,301000000.0,14640000000.0,3211000000.0,
September 2012,51500000.0,963000000.0,318000000.0,14854000000.0,3306000000.0,
December 2012,51500000.0,1144000000.0,-32000000.0,15184000000.0,3380000000.0,610000000.0
March 2013,49750000.0,890000000.0,311000000.0,15224000000.0,3462000000.0,
June 2013,49750000.0,907000000.0,352000000.0,15076000000.0,3407000000.0,
September 2013,49750000.0,946000000.0,326000000.0,15220000000.0,3434000000.0,
December 2013,49750000.0,523000000.0,818000000.0,15474000000.0,3267000000.0,933000000.0
March 2014,49750000.0,890000000.0,406000000.0,15728000000.0,3504000000.0,
June 2014,49750000.0,944000000.0,295000000.0,15813000000.0,3491000000.0,
September 2014,49750000.0,927000000.0,224000000.0,15772000000.0,3572000000.0,
December 2014,49750000.0,1278000000.0,-293000000.0,15153000000.0,3340000000.0,777000000.0
March 2015,48250000.0,861000000.0,227000000.0,15208000000.0,3441000000.0,
June 2015,48250000.0,829000000.0,223000000.0,14962000000.0,3326000000.0,
September 2015,48250000.0,899000000.0,205000000.0,15518000000.0,3353000000.0,
December 2015,48250000.0,1001000000.0,-41000000.0,15265000000.0,3236000000.0,716000000.0
March 2016,45500000.0,807000000.0,175000000.0,15297000000.0,3219000000.0,
June 2016,45500000.0,821000000.0,280000000.0,15387000000.0,3421000000.0,
September 2016,45500000.0,854000000.0,292000000.0,15319000000.0,3296000000.0,
December 2016,45500000.0,878000000.0,-53000000.0,15111000000.0,2940000000.0,
March 2017,37000000.0,844000000.0,262000000.0,15427000000.0,3146000000.0,
June 2017,37000000.0,812000000.0,282000000.0,15535000000.0,3167000000.0,
September 2017,37000000.0,839000000.0,297000000.0,15641000000.0,3172000000.0,
December 2017,37000000.0,581000000.0,428000000.0,16350000000.0,3036000000.0,
March 2018,38500000.0,742000000.0,444000000.0,16702000000.0,3320000000.0,
June 2018,38500000.0,735000000.0,596000000.0,17901000000.0,3267000000.0,
September 2018,38500000.0,780000000.0,380000000.0,18114000000.0,3403000000.0,
December 2018,38500000.0,763000000.0,-84000000.0,17780000000.0,3157000000.0,
March 2019,36000000.0,726000000.0,282000000.0,18465000000.0,3373000000.0,
June 2019,36000000.0,789000000.0,286000000.0,18669000000.0,3504000000.0,
September 2019,36000000.0,737000000.0,247000000.0,17499000000.0,3492000000.0,
December 2019,36000000.0,728000000.0,145000000.0,17564000000.0,3431000000.0,
March 2020,33750000.0,685000000.0,347000000.0,18240000000.0,4290000000.0,
June 2020,33750000.0,691000000.0,351000000.0,18551000000.0,4492000000.0,
September 2020,33750000.0,790000000.0,348000000.0,18922000000.0,4753000000.0,
December 2020,33750000.0,800000000.0,205000000.0,17996000000.0,3482000000.0,
March 2021,33500000.0,694000000.0,368000000.0,18064000000.0,3639000000.0,
June 2021,33500000.0,720000000.0,380000000.0,18213000000.0,3747000000.0,
September 2021,33500000.0,718000000.0,307000000.0,18407000000.0,3799000000.0,
December 2021,33500000.0,676000000.0,433000000.0,18178000000.0,3394000000.0,
March 2022,,642000000.0,422000000.0,18612000000.0,3816000000.0,
June 2022,,728000000.0,326000000.0,18937000000.0,4261000000.0,
