,OperatingExpenses,NetIncomeLoss,Assets
March 2009,7408929.0,-9811700.25,
June 2009,7408929.0,-9811700.25,
September 2009,7408929.0,-9811700.25,
December 2009,7408929.0,-9811700.25,
March 2010,8227918.0,-17474748.0,
June 2010,11253001.0,-12991075.0,
September 2010,11776473.0,16063446.0,
December 2010,13899848.0,47998682.0,1195156405.0
March 2011,12573676.0,14789872.0,
June 2011,11335817.0,-32370903.0,1285016886.0
September 2011,17294647.0,19561177.0,1326410951.0
December 2011,11663771.0,12584957.0,1382760594.0
March 2012,14830205.0,-2848266.0,1431982024.0
June 2012,16711002.0,-32841145.0,1415244738.0
September 2012,16068887.0,13446679.0,1445655120.0
December 2012,17077391.0,-45911498.0,1392389048.0
March 2013,15999899.0,-2912585.0,1371267583.0
June 2013,12488956.0,-28391692.0,1308445300.0
September 2013,12090729.0,-42289686.0,1207767599.0
December 2013,15323023.0,65886711.0,1182185867.0
March 2014,9346743.0,-14743202.0,1079696892.0
June 2014,14650303.0,45872369.0,1063442473.0
September 2014,17446436.0,25424051.0,1049991607.0
December 2014,36267614.0,100630666.0,1154055168.0
March 2015,25608994.0,58867275.0,1204346576.0
June 2015,9854531.0,-131583415.0,1071987895.0
September 2015,10264415.0,62434545.0,1140859928.0
December 2015,10445958.0,-15673720.0,1108286781.0
March 2016,14283922.0,49897363.0,1144116575.0
June 2016,9012433.0,-21705435.0,1099337178.0
September 2016,10553358.0,-33647949.0,1046751556.0
December 2016,9746634.0,-547508.0,1021476101.0
March 2017,9903828.0,-12367132.0,968509263.0
June 2017,9620049.0,-42728211.0,890503389.0
September 2017,9529759.0,-26259586.0,809752072.0
December 2017,9032943.0,48114354.0,818584324.0
March 2018,9623383.0,-30522371.0,760935331.0
June 2018,8604437.0,12320845.0,742786715.0
September 2018,8421129.0,-2414504.0,714708546.0
December 2018,7339376.0,-49930389.0,623296907.0
March 2019,9102060.0,22358370.0,601195871.0
June 2019,9620931.0,6811376.0,548958543.0
September 2019,9043368.0,12390214.0,546122442.0
December 2019,6238027.0,-15868971.0,504390236.0
March 2020,9302712.0,-6860547.0,470770687.0
June 2020,4828321.0,-16159107.0,413560879.0
September 2020,6351487.0,15053139.0,401629608.0
December 2020,5794653.0,11712242.0,377429338.0
March 2021,7215659.0,17924749.0,361274872.0
June 2021,7464447.0,23035224.0,369263860.0
September 2021,7652807.0,10962588.0,382196556.0
December 2021,4661030.0,1829654.0,378633380.0
March 2022,11724997.0,41372720.0,421719097.0
June 2022,7519475.0,13561005.0,427329025.0
