,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2008,136425000.0,,,
June 2008,136425000.0,,,
September 2008,136425000.0,,,
December 2008,136425000.0,,,
March 2009,146900000.0,,,
June 2009,140100000.0,,,
September 2009,141400000.0,,,
December 2009,141700000.0,,3641700000.0,497000000.0
March 2010,150500000.0,71000000.0,,
June 2010,154400000.0,61400000.0,3670200000.0,537900000.0
September 2010,149000000.0,86400000.0,3707700000.0,560500000.0
December 2010,153500000.0,,3813300000.0,628400000.0
March 2011,172500000.0,43500000.0,3724100000.0,514300000.0
June 2011,173400000.0,31700000.0,3711600000.0,491400000.0
September 2011,161600000.0,67100000.0,3676500000.0,482100000.0
December 2011,,,6136200000.0,667300000.0
March 2012,154800000.0,,,
June 2012,156200000.0,,,
September 2012,2005400000.0,,,
December 2012,,,4247300000.0,654600000.0
March 2013,152000000.0,-55500000.0,4274300000.0,692400000.0
June 2013,154700000.0,-55500000.0,4078200000.0,484800000.0
September 2013,150600000.0,-55500000.0,4506100000.0,912600000.0
December 2013,449400000.0,-55500000.0,3721500000.0,479200000.0
March 2014,315200000.0,-18650000.0,3591300000.0,516000000.0
June 2014,151100000.0,-18650000.0,3530000000.0,475700000.0
September 2014,149700000.0,-18650000.0,3542600000.0,497100000.0
December 2014,-22600000.0,-18650000.0,3559100000.0,498700000.0
March 2015,144200000.0,-59750000.0,3553900000.0,491800000.0
June 2015,139700000.0,-59750000.0,3624500000.0,534100000.0
September 2015,151500000.0,-59750000.0,3489400000.0,399900000.0
December 2015,464900000.0,-59750000.0,3324700000.0,557400000.0
March 2016,143000000.0,-121300000.0,3202900000.0,431200000.0
June 2016,370300000.0,-121300000.0,2931400000.0,392400000.0
September 2016,143300000.0,-121300000.0,2950400000.0,405700000.0
December 2016,-277900000.0,-121300000.0,2419200000.0,408800000.0
March 2017,219500000.0,-23650000.0,2264200000.0,320300000.0
June 2017,87100000.0,-23650000.0,2210400000.0,307600000.0
September 2017,123800000.0,-23650000.0,2174300000.0,270000000.0
December 2017,-91700000.0,-23650000.0,2049200000.0,525600000.0
March 2018,86000000.0,16366666.666666666,1895300000.0,372500000.0
June 2018,82600000.0,16366666.666666666,1792500000.0,275800000.0
September 2018,77600000.0,21000000.0,1785500000.0,265700000.0
December 2018,71700000.0,16366666.666666666,1883100000.0,348200000.0
March 2019,89800000.0,23333333.333333332,1865700000.0,321100000.0
June 2019,,23333333.333333332,1817700000.0,223500000.0
September 2019,,35400000.0,1816300000.0,213200000.0
December 2019,,23333333.333333332,1935800000.0,276100000.0
March 2020,,-250000.0,1918400000.0,244700000.0
June 2020,,-250000.0,2257400000.0,557400000.0
September 2020,,-250000.0,1907500000.0,177900000.0
December 2020,,-250000.0,2036000000.0,233200000.0
March 2021,,5525000.0,2053500000.0,227500000.0
June 2021,,5525000.0,2048900000.0,194900000.0
September 2021,,5525000.0,2088700000.0,194700000.0
December 2021,,5525000.0,2171800000.0,230400000.0
March 2022,,,2189700000.0,220200000.0
June 2022,,,2275400000.0,257000000.0
