,NetIncomeLoss,Assets,AssetsCurrent
June 2007,-12666.25,,
September 2007,-12666.25,,
December 2007,-12666.25,,
March 2008,-12666.25,,
June 2008,-22377.5,,
September 2008,-22377.5,,
December 2008,-22377.5,,
March 2009,-22377.5,,
June 2009,-14038.25,,
September 2009,-14038.25,,
December 2009,-14038.25,,
March 2010,-14038.25,,
June 2010,-9974.0,,
September 2010,-9663.0,,
December 2010,-11803.0,,
March 2011,-15873.0,2677.0,2677.0
June 2011,-61977.0,,
September 2011,-98749.0,5534.0,5534.0
December 2011,-86507.0,254.0,254.0
March 2012,-86125.0,442.0,442.0
June 2012,-80760.0,2488.0,2488.0
September 2012,-89788.0,15923.0,15923.0
December 2012,-108404.0,1832.0,1832.0
