,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,300250000.0,-1008250000.0,,
June 2017,300250000.0,-1008250000.0,,
September 2017,300250000.0,-1008250000.0,,
December 2017,300250000.0,-1008250000.0,,
March 2018,340000000.0,3748000000.0,,
June 2018,365000000.0,-878000000.0,,
September 2018,434000000.0,-986000000.0,,
December 2018,366000000.0,-887000000.0,23988000000.0,8658000000.0
March 2019,409000000.0,-1012000000.0,24390000000.0,7930000000.0
June 2019,3064000000.0,-5236000000.0,30980000000.0,14300000000.0
September 2019,755000000.0,-1162000000.0,32292000000.0,15153000000.0
December 2019,608000000.0,-1096000000.0,31761000000.0,13925000000.0
March 2020,645000000.0,-2936000000.0,30090000000.0,11114000000.0
June 2020,584000000.0,-1775000000.0,28240000000.0,9662000000.0
September 2020,493000000.0,-1089000000.0,28894000000.0,9412000000.0
December 2020,483000000.0,-968000000.0,33252000000.0,9882000000.0
March 2021,515000000.0,-108000000.0,34655000000.0,8295000000.0
June 2021,488000000.0,1144000000.0,36251000000.0,7783000000.0
September 2021,493000000.0,-2424000000.0,36884000000.0,9684000000.0
December 2021,558000000.0,892000000.0,38774000000.0,8819000000.0
March 2022,587000000.0,-5930000000.0,32812000000.0,8665000000.0
June 2022,704000000.0,-2601000000.0,31014000000.0,8751000000.0
