,OperatingExpenses,NetIncomeLoss,Assets
March 2009,1304500.0,1014250.0,
June 2009,1304500.0,1014250.0,
September 2009,1304500.0,1014250.0,
December 2009,1304500.0,1014250.0,
March 2010,2955000.0,-3699000.0,
June 2010,3149000.0,195000.0,
September 2010,769000.0,-316000.0,
December 2010,-2905000.0,2895000.0,213621000.0
March 2011,1297000.0,1124000.0,
June 2011,1503000.0,89000.0,320288000.0
September 2011,1146000.0,3650000.0,286133000.0
December 2011,1144000.0,3225000.0,240215000.0
March 2012,1433000.0,4748000.0,241338000.0
June 2012,1757000.0,2991000.0,366029000.0
September 2012,1670000.0,983000.0,336895000.0
December 2012,3770000.0,983000.0,313614000.0
March 2013,2059000.0,4351000.0,327783000.0
June 2013,2620000.0,4509000.0,467139000.0
September 2013,2265000.0,4131000.0,447915000.0
December 2013,2278000.0,7351000.0,441230000.0
March 2014,2509000.0,11389000.0,484885000.0
June 2014,2858000.0,9590000.0,636865000.0
September 2014,3086000.0,8640000.0,612670000.0
December 2014,3293000.0,11394000.0,584169000.0
March 2015,3541000.0,198000.0,603595000.0
June 2015,4809000.0,5275000.0,789701000.0
September 2015,4329000.0,8083000.0,780680000.0
December 2015,2637000.0,13802000.0,740021000.0
March 2016,3954000.0,2951000.0,740852000.0
June 2016,5814000.0,9841000.0,996760000.0
September 2016,5558000.0,3423000.0,974415000.0
December 2016,5198000.0,-10517000.0,999686000.0
March 2017,5872000.0,3899000.0,950885000.0
June 2017,6257000.0,7257000.0,1821271000.0
September 2017,6891000.0,-28012000.0,2183222000.0
December 2017,8655000.0,27001000.0,2059921000.0
March 2018,8318000.0,8369000.0,2066393000.0
June 2018,9682000.0,14701000.0,2317662000.0
September 2018,10976000.0,-11708000.0,2322229000.0
December 2018,11614000.0,-11071000.0,2321428000.0
March 2019,10211000.0,9469000.0,2284538000.0
June 2019,11199000.0,-2903000.0,2703729000.0
September 2019,12167000.0,-28280000.0,2754671000.0
December 2019,10733000.0,-8158000.0,2467218000.0
March 2020,,-12723000.0,2331759000.0
June 2020,,24274000.0,2830432000.0
September 2020,,-74072000.0,3064787000.0
December 2020,,-33933000.0,2848941000.0
March 2021,,-17771000.0,2803324000.0
June 2021,,-23510000.0,3148672000.0
September 2021,,-14322000.0,3328586000.0
December 2021,,-2316000.0,2698573000.0
March 2022,,-33172000.0,2429455000.0
June 2022,,-69029000.0,2494054000.0
