,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2010,,2145.0,,
September 2010,,-1500.0,,
December 2010,,0.0,,
March 2011,,-763.0,7245.0,7245.0
June 2011,,-6270.0,,
September 2011,,-6595.0,,
December 2011,,-6056.0,17430.0,17430.0
March 2012,,910.0,59396.0,59396.0
June 2012,,2546.0,29371.0,29371.0
September 2012,,-4806.0,19117.0,19117.0
December 2012,,-18634.0,30411.0,30411.0
March 2013,8925.0,-8925.0,11177.0,11177.0
June 2013,6451.0,-6451.0,4252.0,4252.0
September 2013,7180.0,-7180.0,1401.0,1401.0
December 2013,18601.0,-18601.0,,
March 2014,193652.0,-193652.0,9500.0,9500.0
June 2014,154882.0,-160159.0,103923.0,33946.0
September 2014,103837.0,-111857.0,298437.0,248212.0
December 2014,164456.0,-185826.0,815960.0,714685.0
March 2015,229984.0,-259172.0,2244681.0,981640.0
June 2015,163770.0,-187707.0,1815337.0,400208.0
September 2015,,521842.0,1788363.0,376544.0
