,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,23608500.0,,-37586750.0,,,
June 2007,23608500.0,,-37586750.0,,,
September 2007,23608500.0,,-37586750.0,,,
December 2007,23608500.0,,-37586750.0,,,
March 2008,25224000.0,,-8061000.0,,,
June 2008,23540000.0,,-69178000.0,,,
September 2008,21764000.0,,-201090000.0,,,
December 2008,18420000.0,,-95922000.0,2366872000.0,1624835000.0,742037000.0
March 2009,21783000.0,,65020000.0,,,
June 2009,23234000.0,,34874000.0,2550173000.0,1816875000.0,733298000.0
September 2009,24940000.0,,53611000.0,2621463000.0,1896758000.0,724705000.0
December 2009,13603000.0,,92048000.0,2470144000.0,1709058000.0,761086000.0
March 2010,20382000.0,,51356000.0,2492188000.0,1743440000.0,748748000.0
June 2010,13738000.0,,35213000.0,2391965000.0,2120243000.0,271722000.0
September 2010,14537000.0,,784903000.0,2924082000.0,2656904000.0,267178000.0
December 2010,5007000.0,,-40505000.0,2444006000.0,2177957000.0,266049000.0
March 2011,13594000.0,,40771000.0,2330603000.0,2060098000.0,270505000.0
June 2011,13074000.0,,-10610000.0,1795601000.0,1525140000.0,270461000.0
September 2011,13488000.0,,58916000.0,1657709000.0,1363690000.0,294019000.0
December 2011,13121000.0,,53814000.0,1856179000.0,1447781000.0,408398000.0
March 2012,14765000.0,,80008000.0,1882760000.0,1473683000.0,409077000.0
June 2012,15461000.0,,80008000.0,1942024000.0,1530611000.0,411413000.0
September 2012,15409000.0,,80008000.0,1983264000.0,1530489000.0,452775000.0
December 2012,16059000.0,,80008000.0,2062476000.0,1643464000.0,419012000.0
March 2013,18176000.0,,84513000.0,2071113000.0,1615199000.0,455914000.0
June 2013,16899000.0,,86890000.0,2524841000.0,2053291000.0,471550000.0
September 2013,17456000.0,,80898000.0,2329951000.0,1861743000.0,468208000.0
December 2013,17766000.0,,,2660767000.0,1803199000.0,857568000.0
March 2014,18439000.0,,94423000.0,2609349000.0,1790198000.0,819151000.0
June 2014,15694000.0,,100176000.0,2322634000.0,1597043000.0,725591000.0
September 2014,16320000.0,,95189000.0,2207422000.0,1522987000.0,684435000.0
December 2014,17324000.0,,,2154859000.0,1490607000.0,664252000.0
March 2015,17152000.0,,88238000.0,2607710000.0,1939984000.0,667726000.0
June 2015,16347000.0,,93011000.0,2570664000.0,1930507000.0,640157000.0
September 2015,15019000.0,,92457000.0,2577305000.0,1941140000.0,636165000.0
December 2015,15200000.0,,,2357737000.0,1967924000.0,389813000.0
March 2016,16743000.0,,107456000.0,2323673000.0,1946057000.0,377616000.0
June 2016,14288000.0,,113210000.0,2314173000.0,1944655000.0,369518000.0
September 2016,14324000.0,,114427000.0,2297979000.0,1794968000.0,503011000.0
December 2016,13745000.0,,,2334572000.0,1842342000.0,492230000.0
March 2017,13344000.0,,116412000.0,2315519000.0,1817224000.0,498295000.0
June 2017,13510000.0,,123100000.0,2344251000.0,1844090000.0,500161000.0
September 2017,12715000.0,,114899000.0,2908363000.0,2406020000.0,502343000.0
December 2017,12773000.0,,,2941188000.0,2446153000.0,495035000.0
March 2018,15375000.0,,134263000.0,2905323000.0,2408528000.0,496795000.0
June 2018,13755000.0,,128351000.0,1911585000.0,1228915000.0,682670000.0
September 2018,13712000.0,,137680000.0,1884628000.0,1235982000.0,648646000.0
December 2018,15042000.0,,,1914504000.0,1317034000.0,597470000.0
March 2019,16132000.0,,162527000.0,1919676000.0,1315267000.0,604409000.0
June 2019,14953000.0,,147534000.0,1889898000.0,1295382000.0,594516000.0
September 2019,14619000.0,,153913000.0,1886730000.0,1298146000.0,588584000.0
December 2019,15101000.0,,,1854009000.0,1278589000.0,575420000.0
March 2020,17358000.0,,334116000.0,1753861000.0,1185495000.0,568366000.0
June 2020,18202000.0,,152479000.0,1820126000.0,1249648000.0,570478000.0
September 2020,19708000.0,,170979000.0,1764306000.0,1206126000.0,558180000.0
December 2020,19403000.0,,,1766910000.0,1217940000.0,548970000.0
March 2021,20311000.0,45900000.0,150354000.0,1782898000.0,1235550000.0,547348000.0
June 2021,19808000.0,48800000.0,147700000.0,1741380000.0,1189067000.0,552313000.0
September 2021,19566000.0,,156622000.0,1814707000.0,1264410000.0,550297000.0
December 2021,20844000.0,,,1983764000.0,1268735000.0,715029000.0
March 2022,22900000.0,48500000.0,157500000.0,1973200000.0,1267700000.0,705500000.0
June 2022,20300000.0,46100000.0,167300000.0,1762500000.0,1062200000.0,700300000.0
