,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,64640.0,,-135237.0,,
June 2010,64640.0,,-81918.0,,
September 2010,64640.0,,-81918.0,,
December 2010,64640.0,,-215276.0,,
March 2011,45011.0,1300.0,-236293.0,226124.0,186912.0
June 2011,68447.0,3850.0,-153739.0,,
September 2011,49729.0,3850.0,-83523.0,328468.0,294775.0
December 2011,135172.0,,-399598.0,300329.0,269395.0
March 2012,38950.0,,-55763.0,96742.0,10870.0
June 2012,70942.0,,-83642.0,135634.0,56236.0
September 2012,73925.0,,-189524.0,168938.0,98209.0
December 2012,101209.0,,-239894.0,101796.0,37606.0
March 2013,57574.0,,-200517.0,159240.0,141198.0
June 2013,66178.0,,-66177.0,98471.0,82788.0
September 2013,263112.0,,-373957.0,177526.0,164202.0
December 2013,66120.0,,-112563.0,60679.0,49714.0
March 2014,48538.0,,-85632.0,39403.0,30797.0
June 2014,79116.0,,-178556.0,30556.0,23889.0
September 2014,118808.0,,-252681.0,34871.0,30142.0
December 2014,146661.0,,-229334.0,23722.0,20932.0
March 2015,72877.0,,-112256.0,27934.0,27134.0
June 2015,91606.0,,-112182.0,17839.0,17839.0
September 2015,136336.0,,-92570.0,34904.0,34904.0
December 2015,151034.0,,-254504.0,34738.0,33938.0
March 2016,,,-201169.0,51743.0,50943.0
June 2016,,,-522445.0,33845.0,33045.0
September 2016,,,-340960.0,198021.0,44016.0
