,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2014,64809500.0,18377500.0,-31531750.0,,
December 2014,64809500.0,18377500.0,-31531750.0,,
March 2015,64809500.0,18377500.0,-31531750.0,,
June 2015,64809500.0,18377500.0,-31531750.0,,
September 2015,89831000.0,23857000.0,-38545000.0,,
December 2015,99992000.0,26024000.0,-33205000.0,,
March 2016,116000000.0,31390000.0,-46820000.0,,
June 2016,133335000.0,35129000.0,-49929000.0,,
September 2016,233428000.0,75281000.0,-162169000.0,,
December 2016,197639000.0,70914000.0,-76369000.0,,
March 2017,216963000.0,74607000.0,-111977000.0,,
June 2017,217198000.0,67817000.0,-90653000.0,,
September 2017,225969000.0,64512000.0,-61487000.0,,
December 2017,238073000.0,70924000.0,-62631000.0,,
March 2018,276080000.0,81291000.0,-85674000.0,,
June 2018,309713000.0,97050000.0,-87369000.0,,
September 2018,334367000.0,110531000.0,-94265000.0,,
December 2018,365532000.0,123037000.0,-122763000.0,,
March 2019,416725000.0,137982000.0,-209813000.0,,
June 2019,413432000.0,129169000.0,-194338000.0,,
September 2019,462904000.0,138206000.0,-229300000.0,,
December 2019,478603000.0,139088000.0,-217564000.0,,
March 2020,476152000.0,141346000.0,-240671000.0,,
June 2020,432255000.0,135338000.0,-185348000.0,,
September 2020,426868000.0,135804000.0,-265048000.0,,
December 2020,431676000.0,135571000.0,-287390000.0,,
March 2021,450607000.0,144917000.0,-123640000.0,,
June 2021,454089000.0,140658000.0,-358182000.0,,
September 2021,434327000.0,144266000.0,-419852000.0,,
December 2021,427532000.0,141608000.0,-115061000.0,,
March 2022,416157000.0,142075000.0,-111635000.0,,
June 2022,439068000.0,144013000.0,-150990000.0,,
