,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,16547500.0,2119250.0,652250.0,,
June 2009,16547500.0,2119250.0,652250.0,,
September 2009,16547500.0,2119250.0,652250.0,,
December 2009,16547500.0,2119250.0,652250.0,,
March 2010,14932000.0,2271000.0,-754000.0,,
June 2010,16289000.0,2225000.0,-1683000.0,,
September 2010,25929000.0,3031000.0,12016000.0,,
December 2010,24443000.0,3383000.0,-16111000.0,299489000.0,42920000.0
March 2011,25352000.0,3549000.0,-5610000.0,,
June 2011,25159000.0,3389000.0,-1847000.0,291315000.0,43508000.0
September 2011,30332000.0,3264000.0,-5396000.0,286872000.0,43272000.0
December 2011,74308000.0,9050000.0,544000.0,1399480000.0,112519000.0
March 2012,71448000.0,9707000.0,-29779000.0,1386129000.0,117873000.0
June 2012,70388000.0,8459000.0,-19059000.0,,
September 2012,71179000.0,7883000.0,-21502000.0,1354849000.0,121328000.0
December 2012,70311000.0,8209000.0,-51877000.0,1327270000.0,119348000.0
March 2013,75396000.0,8212000.0,-46503000.0,1308785000.0,119193000.0
June 2013,75656000.0,8408000.0,-9744000.0,1292586000.0,121003000.0
September 2013,78048000.0,8184000.0,-5988000.0,1277745000.0,125009000.0
December 2013,81227000.0,7664000.0,-3429000.0,1277759000.0,138444000.0
March 2014,77712000.0,7198000.0,490000.0,1276788000.0,151731000.0
June 2014,79225000.0,7691000.0,-794000.0,1257533000.0,147357000.0
September 2014,80221000.0,7161000.0,-3419000.0,1259921000.0,148149000.0
December 2014,269116000.0,16607000.0,-8735000.0,1237579000.0,141543000.0
March 2015,72749000.0,5802000.0,2339000.0,1226186000.0,138953000.0
June 2015,73682000.0,5858000.0,4550000.0,1207429000.0,131410000.0
September 2015,74676000.0,9062000.0,6094000.0,1194154000.0,130500000.0
December 2015,72195000.0,14807000.0,76978000.0,1157339000.0,103529000.0
March 2016,86803000.0,9078000.0,337000.0,1569440000.0,111395000.0
June 2016,180240000.0,19732000.0,-1606000.0,1558061000.0,108207000.0
September 2016,172593000.0,15538000.0,3346000.0,1545197000.0,119654000.0
December 2016,226165000.0,21452000.0,1913000.0,1513833000.0,115414000.0
March 2017,164575000.0,17001000.0,6518000.0,1531486000.0,124087000.0
June 2017,163733000.0,17323000.0,8046000.0,1530943000.0,132318000.0
September 2017,164964000.0,16331000.0,8301000.0,1501375000.0,112755000.0
December 2017,167374000.0,19329000.0,30764000.0,1496243000.0,113941000.0
March 2018,171209000.0,20001000.0,4576000.0,1495671000.0,123743000.0
June 2018,168513000.0,17157000.0,6212000.0,1500441000.0,141899000.0
