,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,,,,,
March 2009,,,,,
June 2009,,,,,
September 2009,,,,,
December 2009,1925000.0,54700000.0,23000000.0,,
March 2010,1925000.0,54700000.0,23000000.0,,
June 2010,1925000.0,54700000.0,23000000.0,,
September 2010,1925000.0,54700000.0,23000000.0,,
December 2010,1850000.0,54900000.0,23400000.0,,
March 2011,1850000.0,63300000.0,29100000.0,,
June 2011,1900000.0,62100000.0,1600000.0,,
September 2011,2000000.0,59200000.0,-479600000.0,2786200000.0,135300000.0
December 2011,2050000.0,63500000.0,12800000.0,2798700000.0,151000000.0
March 2012,2050000.0,74200000.0,10500000.0,2752700000.0,210600000.0
June 2012,1900000.0,65100000.0,15800000.0,2763500000.0,233600000.0
September 2012,1900000.0,71200000.0,10800000.0,2732300000.0,209700000.0
December 2012,2150000.0,72100000.0,7600000.0,3014800000.0,489800000.0
March 2013,2150000.0,70100000.0,5100000.0,3074600000.0,557600000.0
June 2013,2150000.0,72800000.0,3400000.0,3081200000.0,431100000.0
September 2013,2150000.0,79400000.0,-900000.0,3473800000.0,668100000.0
December 2013,2550000.0,83000000.0,-2400000.0,4289100000.0,1114600000.0
March 2014,2550000.0,105000000.0,-18300000.0,5184100000.0,1315600000.0
June 2014,2550000.0,120300000.0,-35100000.0,8018200000.0,1240600000.0
September 2014,2550000.0,151200000.0,-287400000.0,7669000000.0,1219000000.0
December 2014,4200000.0,166000000.0,-97300000.0,7716700000.0,1096300000.0
March 2015,4200000.0,173700000.0,30500000.0,8015200000.0,1475200000.0
June 2015,4200000.0,193300000.0,24000000.0,8859700000.0,1269300000.0
September 2015,4200000.0,201100000.0,-72500000.0,9163900000.0,1772800000.0
December 2015,4075000.0,187000000.0,25500000.0,9163400000.0,1716600000.0
March 2016,4075000.0,205600000.0,4900000.0,9204500000.0,1809900000.0
June 2016,4075000.0,216000000.0,3300000.0,9315700000.0,1963100000.0
September 2016,4075000.0,231100000.0,-37000000.0,9360600000.0,2076900000.0
December 2016,4650000.0,264100000.0,97600000.0,9187800000.0,1849900000.0
March 2017,4650000.0,187300000.0,-2100000.0,9825600000.0,2525100000.0
June 2017,4650000.0,164200000.0,-59500000.0,10804200000.0,3520200000.0
September 2017,4650000.0,252100000.0,14200000.0,11876800000.0,2615900000.0
December 2017,6275000.0,245700000.0,294900000.0,12279800000.0,3049600000.0
March 2018,6275000.0,264300000.0,91500000.0,12673200000.0,1551500000.0
June 2018,6275000.0,225600000.0,96500000.0,12522100000.0,1529100000.0
September 2018,6275000.0,239600000.0,-15600000.0,13057500000.0,2200300000.0
December 2018,6250000.0,217100000.0,125600000.0,11284800000.0,1242400000.0
March 2019,6250000.0,225800000.0,44000000.0,11282800000.0,1253800000.0
June 2019,6250000.0,223200000.0,16200000.0,11397900000.0,1443000000.0
September 2019,6250000.0,245500000.0,-61100000.0,11951600000.0,2126300000.0
December 2019,7125000.0,235300000.0,99200000.0,11943500000.0,1921200000.0
March 2020,7125000.0,245000000.0,-191400000.0,12237600000.0,2383700000.0
June 2020,7125000.0,224200000.0,36000000.0,11927700000.0,2132300000.0
September 2020,7125000.0,229800000.0,57000000.0,12146700000.0,2287800000.0
December 2020,8250000.0,251100000.0,81200000.0,12140300000.0,2256500000.0
March 2021,8250000.0,249400000.0,109900000.0,12141000000.0,2065500000.0
June 2021,8250000.0,231900000.0,-54300000.0,12562400000.0,2099200000.0
September 2021,8250000.0,241700000.0,29900000.0,12414700000.0,2086100000.0
December 2021,,257300000.0,-20800000.0,12612900000.0,2435000000.0
March 2022,,235400000.0,523300000.0,11830700000.0,2063500000.0
June 2022,,225000000.0,170200000.0,11560200000.0,2291000000.0
