,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,17307750.0,-18808500.0,,
June 2020,17307750.0,-18808500.0,,
September 2020,17307750.0,-18808500.0,,
December 2020,17307750.0,-18808500.0,217747000.0,165355000.0
March 2021,20820000.0,-25140000.0,419322007.0,2323600.0
June 2021,23331000.0,-21499000.0,,
September 2021,26472500.0,4008374.0,417891992.0,1225753.0
December 2021,26472500.0,-52694374.0,840086000.0,761743000.0
March 2022,28960000.0,-32948000.0,822199000.0,745678000.0
June 2022,32699000.0,-36843000.0,793164000.0,719680000.0
