,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,2869000.0,,633000.0,,,
June 2011,2812000.0,,-764000.0,14471000.0,9229000.0,
September 2011,2697000.0,,249000.0,13827000.0,8512000.0,
December 2011,2476000.0,,555000.0,16728000.0,10867000.0,139000.0
March 2012,2759000.0,,-633000.0,14787000.0,8630000.0,
June 2012,3157000.0,,960000.0,15712000.0,9341000.0,
September 2012,2714000.0,,-1222000.0,14388000.0,7706000.0,
December 2012,2522000.0,,657000.0,14705000.0,7651000.0,128000.0
March 2013,2283000.0,271000.0,-1019000.0,13200000.0,5626000.0,
June 2013,2557000.0,329000.0,-954000.0,13673000.0,5653000.0,
September 2013,1865000.0,299000.0,-81000.0,14416000.0,6267000.0,
December 2013,2176000.0,450000.0,-942000.0,12665000.0,5934000.0,
March 2014,2203000.0,373000.0,-1261000.0,12838000.0,5122000.0,
June 2014,2359000.0,348000.0,-752000.0,13293000.0,5816000.0,
September 2014,2053000.0,365000.0,-795000.0,13631000.0,6545000.0,
December 2014,2170000.0,264000.0,-639000.0,12665000.0,5934000.0,
March 2015,2397000.0,503000.0,-793000.0,13677000.0,7570000.0,
June 2015,2145000.0,353000.0,-273000.0,13431000.0,7891000.0,
September 2015,2065000.0,267000.0,-1315000.0,12705000.0,7565000.0,
December 2015,3756000.0,259000.0,-1985000.0,11421000.0,7641000.0,3780000.0
March 2016,2007000.0,127000.0,-697000.0,11291000.0,7265000.0,4026000.0
June 2016,2162000.0,267000.0,-1048000.0,10659000.0,6439000.0,4220000.0
September 2016,1753000.0,215000.0,148000.0,11164000.0,6623000.0,4541000.0
December 2016,2377000.0,490000.0,2007000.0,10934000.0,6561000.0,4373000.0
March 2017,2152000.0,562000.0,-679000.0,10649000.0,6371000.0,4278000.0
June 2017,1747000.0,235000.0,-227000.0,11275000.0,6931000.0,4344000.0
September 2017,1740000.0,150000.0,-720000.0,12347000.0,7789000.0,4558000.0
December 2017,2233000.0,356000.0,1725000.0,13569000.0,8808000.0,4761000.0
March 2018,2163000.0,214000.0,6000.0,14098000.0,9144000.0,4954000.0
June 2018,2078000.0,153000.0,304000.0,14202000.0,8852000.0,5350000.0
September 2018,2315000.0,330000.0,-70000.0,14474000.0,9230000.0,5244000.0
December 2018,2363000.0,,124000.0,14268000.0,8991000.0,5277000.0
March 2019,2140000.0,163000.0,55000.0,16487000.0,8170000.0,
June 2019,2556000.0,443000.0,-586000.0,16586000.0,8724000.0,
September 2019,2762000.0,251000.0,-1489000.0,14909000.0,7407000.0,
