,NetIncomeLoss,Assets
March 2009,2637.25,
June 2009,2637.25,
September 2009,2637.25,
December 2009,2637.25,
March 2010,-4983.0,
June 2010,-845.0,
September 2010,16435.0,
December 2010,-16058.0,6672648.0
March 2011,-26156.0,
June 2011,8771.0,6645374.0
September 2011,37955.0,6679395.0
December 2011,57485.0,6742805.0
March 2012,33047.0,6772085.0
June 2012,53177.0,6821795.0
September 2012,-40590.0,6783693.0
December 2012,-47782.0,6741135.0
March 2013,1010606.0,7750863.0
June 2013,-100500.0,7645072.0
September 2013,-100887.0,7541639.0
December 2013,1134869.0,5954902.0
