,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2002,244864.66666666666,-279246.0,,,
June 2002,244864.66666666666,-279246.0,,,
September 2002,244864.66666666666,-279246.0,,,
December 2002,244864.66666666666,-279246.0,,,
March 2003,244864.66666666666,-279246.0,,,
June 2003,244864.66666666666,-279246.0,,,
September 2003,244864.66666666666,-279246.0,,,
December 2003,244864.66666666666,-279246.0,,,
March 2004,244864.66666666666,-279246.0,,,
June 2004,244864.66666666666,-279246.0,,,
September 2004,244864.66666666666,-279246.0,,,
December 2004,244864.66666666666,-279246.0,,,
March 2005,244864.66666666666,-279246.0,,,
June 2005,244864.66666666666,-279246.0,,,
September 2005,244864.66666666666,-279246.0,,,
December 2005,244864.66666666666,-279246.0,,,
March 2006,244864.66666666666,-279246.0,,,
June 2006,244864.66666666666,-279246.0,,,
September 2006,244864.66666666666,-279246.0,,,
December 2006,244864.66666666666,-279246.0,,,
March 2007,244864.66666666666,-279246.0,,,
June 2007,244864.66666666666,-279246.0,,,
September 2007,244864.66666666666,-279246.0,,,
December 2007,244864.66666666666,-279246.0,,,
March 2008,244864.66666666666,-279246.0,,,
June 2008,244864.66666666666,-279246.0,,,
September 2008,244864.66666666666,-279246.0,,,
December 2008,244864.66666666666,-279246.0,,,
March 2009,244864.66666666666,-279246.0,,,
June 2009,244864.66666666666,-279246.0,,,
September 2009,244864.66666666666,-279246.0,,,
December 2009,244864.66666666666,-279246.0,,,
March 2010,244864.66666666666,-279246.0,,,
June 2010,92824.0,-640326.75,,,
September 2010,131794.0,-640326.75,,,
December 2010,1968585.0,-640326.75,,,
March 2011,368105.0,-640326.75,3133373.0,255873.0,
June 2011,368672.0,-5774.0,,,
September 2011,1107945.0,-5774.0,1884560.0,12060.0,
December 2011,63785.0,-63785.0,1822057.0,2057.0,
March 2012,279475.0,-1744544.0,0.0,0.0,0.0
June 2012,0.0,0.0,,,
September 2012,48342.0,-48342.0,8168.0,8168.0,
December 2012,167902.0,-167902.0,277553.0,116220.0,161333.0
March 2013,204160.0,-214006.0,236537.0,77329.0,
June 2013,269751.0,-277467.0,213618.0,56535.0,
September 2013,127173.0,-134973.0,164268.0,9310.0,
December 2013,124097.0,-131897.0,217635.0,64802.0,
March 2014,573038.0,-580839.0,651206.0,457037.0,
June 2014,241107.0,-248907.0,423520.0,210890.0,
September 2014,261452.0,-269253.0,272871.0,55531.0,
December 2014,180894.0,-188694.0,223573.0,11178.0,
March 2015,608434.0,-616234.0,209351.0,2355.0,
June 2015,128570.0,-205011.0,301336.0,94270.0,
September 2015,137235.0,-228317.0,234844.0,20278.0,
December 2015,93491.0,-60338.0,233895.0,31829.0,
March 2016,136500.0,-35832.0,239044.0,36978.0,
June 2016,112431.0,-120231.0,223801.0,21735.0,
September 2016,104771.0,-112572.0,208117.0,6051.0,
December 2016,85758.0,-105453.0,304762.0,94696.0,
March 2017,88206.0,-84930.0,289293.0,73189.0,
June 2017,123409.0,-131590.0,245587.0,29483.0,
September 2017,85246.0,-93427.0,226060.0,9956.0,
December 2017,108811.0,-116992.0,286888.0,70784.0,
March 2018,126824.0,-135005.0,240418.0,24314.0,
June 2018,188397.0,-196991.0,223758.0,7654.0,
September 2018,316514.0,-136345.0,264303.0,48199.0,
December 2018,119629.0,-127889.0,231550.0,15446.0,
March 2019,-17106.0,482176.0,377545.0,161441.0,
June 2019,136843.0,-140110.0,300458.0,84354.0,
September 2019,325618.0,-331827.0,372519.0,156415.0,
December 2019,188623.0,-191767.0,313652.0,97548.0,
March 2020,450388.0,-450569.0,370178.0,154074.0,
June 2020,277991.0,-345735.0,1542757.0,1269440.0,
September 2020,570100.0,-773865.0,1121869.0,676587.0,
December 2020,252435.0,-1296030.0,11105628.0,5798591.0,
March 2021,,,16676364.0,10468548.0,
June 2021,12089233.0,-12181142.0,33261201.0,24919759.0,
September 2021,5005472.0,-5031851.0,69030116.0,52367901.0,
December 2021,5450473.0,-5440713.0,68450036.0,46811518.0,
