,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,794347.5,,2022565.0,210507413.0,50976377.0,159531036.0
June 2012,794347.5,,1224122.0,209976255.0,53445866.0,156530389.0
September 2012,3591801.0,,-1405231.0,206397059.0,69321639.0,137075420.0
December 2012,481716.0,,1565539.0,202296601.0,59805436.0,142491165.0
March 2013,1082446.0,,3298190.0,210496372.0,58826710.0,151669662.0
June 2013,684114.0,,3733344.0,209813915.0,47430460.0,162383455.0
September 2013,934029.0,,4393782.0,296497532.0,54158650.0,242338882.0
December 2013,1460153.0,,4204220.0,283950950.0,23496490.0,260454460.0
March 2014,844975.0,,3123024.0,307571729.0,29163224.0,278408505.0
June 2014,763228.0,,6589058.0,355480588.0,25328470.0,330152118.0
September 2014,855490.0,,4767092.0,364616079.0,37700119.0,326915960.0
December 2014,1031018.0,,5332748.0,375277822.0,45571734.0,329706088.0
March 2015,704561.0,,4135798.0,368535277.0,37473338.0,331061939.0
June 2015,552339.0,,11279117.0,362082221.0,70488483.0,291593738.0
September 2015,543078.0,,3266591.0,346821583.0,63964976.0,282856607.0
December 2015,508630.0,,-284081.0,316874573.0,67247644.0,249626929.0
March 2016,491082.0,,93026.0,301192104.0,77856648.0,223335456.0
June 2016,365371.0,,2347926.0,287672934.0,86077604.0,201595330.0
September 2016,299110.0,,536839.0,277533892.0,78100768.0,199433124.0
December 2016,650075.0,,-1150620.0,264512065.0,75595886.0,188916179.0
March 2017,109061.0,,374421.0,268512235.0,79397449.0,189114786.0
June 2017,230240.0,,369511.0,274932238.0,83382685.0,191549553.0
September 2017,242007.0,,-40892.0,283208821.0,88759696.0,194449126.0
December 2017,2279872.0,,-8045591.0,231548590.0,89728615.0,141819975.0
March 2018,353507.0,,-153534.0,300388617.0,97679789.0,202708828.0
June 2018,2186175.0,,-1580083.0,286031716.0,94661275.0,191370441.0
September 2018,3735397.0,,-2535238.0,277916146.0,90637229.0,187278917.0
December 2018,59913841.0,,-61728043.0,171436932.0,75906044.0,95530888.0
March 2019,1442820.0,,-1942294.0,178001170.0,113036096.0,64965074.0
June 2019,3399419.0,,-5263089.0,167383680.0,103752928.0,63630752.0
September 2019,2826155.0,,-4100762.0,159972395.0,100754489.0,59217906.0
December 2019,2306125.0,,2533388.0,123845141.0,64619204.0,59225937.0
March 2020,154178.0,,-598551.0,121796634.0,95130430.0,26666204.0
June 2020,-1412936.0,,993940.0,121226758.0,94555334.0,26671424.0
September 2020,77015.0,,-671280.0,126433145.0,98729141.0,27704004.0
December 2020,-4645276.0,,4326715.0,137137520.0,108203797.0,28933723.0
March 2021,273092.0,250000.0,-277224.0,173549441.0,144646517.0,28902924.0
June 2021,111060.0,250000.0,2220571.0,151432026.0,151247257.0,184769.0
September 2021,380040.0,250000.0,-556574.0,150797683.0,150628930.0,168753.0
December 2021,43962.0,250000.0,-13616963.0,153272462.0,153116993.0,155469.0
March 2022,195780.0,1000000.0,-441459.0,153873076.0,153732980.0,140096.0
June 2022,187726.0,0.0,-224810.0,145454658.0,145337298.0,117360.0
