,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2000,146053.0,-53012.0,,
June 2000,146053.0,-53012.0,,
September 2000,146053.0,-53012.0,,
December 2000,146053.0,-53012.0,,
March 2001,146053.0,-57039.75,,
June 2001,146053.0,-57039.75,,
September 2001,146053.0,-57039.75,,
December 2001,146053.0,-57039.75,,
March 2002,146053.0,-160487.75,,
June 2002,146053.0,-160487.75,,
September 2002,146053.0,-160487.75,,
December 2002,146053.0,-160487.75,,
March 2003,146053.0,551621.75,,
June 2003,146053.0,551621.75,,
September 2003,146053.0,551621.75,,
December 2003,146053.0,551621.75,,
March 2004,146053.0,-141771.25,,
June 2004,146053.0,-141771.25,,
September 2004,146053.0,-141771.25,,
December 2004,146053.0,-141771.25,,
March 2005,146053.0,-21170.25,,
June 2005,146053.0,-21170.25,,
September 2005,146053.0,-21170.25,,
December 2005,146053.0,-21170.25,,
March 2006,146053.0,91783.75,,
June 2006,146053.0,91783.75,,
September 2006,146053.0,91783.75,,
December 2006,146053.0,91783.75,,
March 2007,146053.0,-68213.5,,
June 2007,146053.0,-68213.5,,
September 2007,146053.0,-68213.5,,
December 2007,146053.0,-68213.5,,
March 2008,146053.0,1215119.3333333333,,
June 2008,146053.0,1215119.3333333333,,
September 2008,146053.0,1215119.3333333333,,
December 2008,146053.0,-444994.0,,
March 2009,146053.0,-444994.0,,
June 2009,146053.0,-444994.0,,
September 2009,146053.0,-444994.0,,
December 2009,231803.5,380693.0,,
March 2010,231803.5,380693.0,,
June 2010,198246.0,-166501.0,,
September 2010,544776.0,-1637374.0,5833840.0,61426.0
December 2010,232972.0,-116651.0,,
March 2011,128949.0,-64865.0,,
June 2011,90806.0,-55532.0,5731052.0,36631.0
September 2011,284663.0,-284545.0,6413316.0,992985.0
December 2011,862317.0,-841976.0,5806033.0,279951.0
March 2012,183381.0,-163520.0,5650785.0,53289.0
June 2012,164370.0,-142038.0,5594773.0,12537.0
September 2012,126344.0,-673104.0,5139459.0,317564.0
December 2012,137208.0,-120463.0,,
March 2013,231800.0,547431.0,5677186.0,226398.0
June 2013,122801.0,-104513.0,5048780.0,43920.0
September 2013,446590.0,-3001729.0,3016127.0,415411.0
December 2013,322741.0,-300761.0,2903930.0,419900.0
March 2014,57338.0,-35467.0,5266738.0,425168.0
