,NetIncomeLoss,Assets
March 2009,3996250.0,
June 2009,3996250.0,
September 2009,3996250.0,
December 2009,3996250.0,
March 2010,5385000.0,
June 2010,6721000.0,
September 2010,6033000.0,
December 2010,5177000.0,1931283000.0
March 2011,6178000.0,
June 2011,7953000.0,1941130000.0
September 2011,6809000.0,1996380000.0
December 2011,5837000.0,2018297000.0
March 2012,7900000.0,2102672000.0
June 2012,8070000.0,2052449000.0
September 2012,5502000.0,2067031000.0
December 2012,5361000.0,2099720000.0
March 2013,6810000.0,2117057000.0
June 2013,6914000.0,2072292000.0
September 2013,6624000.0,2134140000.0
December 2013,5583000.0,2167795000.0
March 2014,6744000.0,2235372000.0
June 2014,7181000.0,2219817000.0
September 2014,7899000.0,2308281000.0
December 2014,5150000.0,2334318000.0
March 2015,7380000.0,2407257000.0
June 2015,7470000.0,2370641000.0
September 2015,7685000.0,2425005000.0
December 2015,5883000.0,2493607000.0
March 2016,7700000.0,2599488000.0
June 2016,7967000.0,2521413000.0
September 2016,9176000.0,2595606000.0
December 2016,6712000.0,2655770000.0
March 2017,8874000.0,2797052000.0
June 2017,6457000.0,2729044000.0
September 2017,8552000.0,2783769000.0
December 2017,4178000.0,2963360000.0
March 2018,10858000.0,3059208000.0
June 2018,10063000.0,3002955000.0
September 2018,10050000.0,3102483000.0
December 2018,5796000.0,3042464000.0
March 2019,11203000.0,3227865000.0
June 2019,11220000.0,3263551000.0
September 2019,11282000.0,3357732000.0
December 2019,11613000.0,3300887000.0
March 2020,7075000.0,3366238000.0
June 2020,11711000.0,3577299000.0
September 2020,11430000.0,3780451000.0
December 2020,8431000.0,3782362000.0
March 2021,15197000.0,4003272000.0
June 2021,13610000.0,3926340000.0
September 2021,13125000.0,4086085000.0
December 2021,6153000.0,4044562000.0
March 2022,10652000.0,4152854000.0
June 2022,11326000.0,3938130000.0
