,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,22912250.0,8444250.0,,
June 2009,22912250.0,8444250.0,,
September 2009,22912250.0,8444250.0,,
December 2009,22912250.0,8444250.0,,
March 2010,20770000.0,1270000.0,,
June 2010,22052000.0,-27673000.0,,
September 2010,23200000.0,-3018000.0,,
December 2010,22542000.0,-1267000.0,620615000.0,78694000.0
March 2011,23278000.0,2699000.0,,
June 2011,20986000.0,-3655000.0,615631000.0,90173000.0
September 2011,24121000.0,-816000.0,608570000.0,84449000.0
December 2011,23577000.0,2244000.0,605108000.0,79360000.0
March 2012,25495000.0,1129000.0,598931000.0,76371000.0
June 2012,29442000.0,-787000.0,607049000.0,84780000.0
September 2012,25437000.0,8244000.0,607880000.0,89356000.0
December 2012,26942000.0,8823000.0,614727000.0,85753000.0
March 2013,26797000.0,3468000.0,604743000.0,85701000.0
June 2013,27646000.0,37694000.0,628025000.0,82017000.0
September 2013,29274000.0,119907000.0,714897000.0,106429000.0
December 2013,27317000.0,-4688000.0,747320000.0,102147000.0
March 2014,24595000.0,-385000.0,733258000.0,94423000.0
June 2014,25314000.0,1085000.0,732150000.0,94258000.0
September 2014,25017000.0,1878000.0,735835000.0,91722000.0
December 2014,26472000.0,-5358000.0,730280000.0,83537000.0
March 2015,27984000.0,16217000.0,490884000.0,121543000.0
June 2015,22611000.0,-4841000.0,476739000.0,100334000.0
September 2015,20387000.0,1239000.0,466312000.0,94378000.0
December 2015,17407000.0,339000.0,463601000.0,75792000.0
March 2016,17340000.0,86000.0,451914000.0,67365000.0
June 2016,17586000.0,317000.0,441014000.0,56671000.0
September 2016,18110000.0,354000.0,440682000.0,56243000.0
December 2016,17173000.0,1629000.0,442360000.0,59119000.0
March 2017,17939000.0,-676000.0,529332000.0,148620000.0
June 2017,17284000.0,-2798000.0,439366000.0,60063000.0
September 2017,17261000.0,320000.0,445664000.0,61284000.0
December 2017,14743000.0,-2947000.0,442786000.0,61864000.0
March 2018,16012000.0,2101000.0,446552000.0,66091000.0
June 2018,16507000.0,3442000.0,452464000.0,64420000.0
September 2018,16879000.0,1817000.0,449969000.0,61249000.0
December 2018,17249000.0,1720000.0,455185000.0,65497000.0
March 2019,16656000.0,227000.0,541965000.0,71085000.0
June 2019,18718000.0,35000.0,539459000.0,66814000.0
September 2019,16832000.0,2022000.0,546245000.0,74625000.0
December 2019,14512000.0,2644000.0,557245000.0,81298000.0
March 2020,15394000.0,2387000.0,554635000.0,83590000.0
June 2020,16225000.0,2440000.0,575851000.0,95777000.0
September 2020,16544000.0,2302000.0,576017000.0,89203000.0
December 2020,17610000.0,-8202000.0,569432000.0,77325000.0
March 2021,18289000.0,606000.0,567485000.0,80468000.0
