,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2011,150.0,-150.0,,
June 2011,15704.25,-15704.25,,
September 2011,15704.25,-15704.25,,
December 2011,15704.25,-15704.25,,
March 2012,15704.25,-15704.25,4383.0,4383.0
June 2012,545.0,-545.0,,
September 2012,1044.0,1044.0,,
December 2012,13401.0,-13401.0,,
March 2013,34171.0,-75025.0,137252.0,37252.0
June 2013,59097.0,-108779.0,138190.0,28190.0
September 2013,83359.0,166019.0,127053.0,17053.0
December 2013,214554.0,-309004.0,69681.0,11531.0
