,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,16801000.0,7772000.0,,
June 2010,16155000.0,7774000.0,,
September 2010,16290000.0,8011000.0,,
December 2010,,,,
March 2011,20568000.0,9619000.0,115095000.0,80322000.0
June 2011,17670000.0,8639000.0,,
September 2011,19019000.0,8464000.0,123610000.0,78839000.0
