,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,,10351250.0,18800000.0,,,,
June 2008,,10351250.0,18800000.0,,,,
September 2008,,10351250.0,18800000.0,,,,
December 2008,,10351250.0,18800000.0,,,,
March 2009,31282250.0,10084000.0,17455000.0,,,,
June 2009,31282250.0,10591000.0,16741000.0,,,,
September 2009,31282250.0,10467000.0,18521000.0,,,,
December 2009,31282250.0,13705000.0,25217000.0,,,,
March 2010,44059000.0,15303000.0,26351000.0,,,,
June 2010,44724000.0,17404000.0,24915000.0,,,,
September 2010,56307000.0,18400000.0,35501000.0,,,,
December 2010,44458000.0,18517000.0,23637000.0,,,,
March 2011,47332000.0,18525000.0,26705000.0,,,,
June 2011,46812000.0,22228000.0,22481000.0,,,,
September 2011,50172000.0,20489000.0,25110000.0,,,,
December 2011,47743000.0,19335000.0,26333000.0,,,,
March 2012,74479000.0,24083000.0,44818000.0,,,,
June 2012,71810000.0,32613000.0,31220000.0,,,,
September 2012,77212000.0,33354000.0,35646000.0,,,,
December 2012,75522000.0,29959000.0,37386000.0,,,,
March 2013,77209000.0,34559000.0,34794000.0,,,,
June 2013,76251000.0,33125000.0,33315000.0,,,,
September 2013,70146000.0,31948000.0,30849000.0,,,,
December 2013,220522000.0,37805000.0,26421000.0,,,,
March 2014,66935000.0,27813000.0,31696000.0,,,,
June 2014,66164000.0,28173000.0,31547000.0,,,,
September 2014,66516000.0,28401000.0,31692000.0,,,,
December 2014,86920000.0,34984000.0,33590000.0,,,,
March 2015,73516000.0,29678000.0,37675000.0,,,,
June 2015,72508000.0,28239000.0,34528000.0,,,,
September 2015,50686000.0,26855000.0,30747000.0,,,,
December 2015,66401000.0,28965000.0,33201000.0,,,,
March 2016,65257000.0,25172000.0,33715000.0,,,,
June 2016,65348000.0,26325000.0,32824000.0,,,,
September 2016,41966000.0,25600000.0,35116000.0,,,,
December 2016,68210000.0,25403000.0,34771000.0,,,,
March 2017,66659000.0,25983000.0,33586000.0,,,,
June 2017,73344000.0,27432000.0,39237000.0,,,,
September 2017,71840000.0,27631000.0,36568000.0,,,,
December 2017,71392000.0,23752000.0,36912000.0,,,,
March 2018,74566000.0,26199000.0,41406000.0,17409750.0,,,
June 2018,67188000.0,28079000.0,33529000.0,17409750.0,,,
September 2018,64695000.0,27147000.0,39587000.0,17409750.0,,,
December 2018,72096000.0,28493000.0,36875000.0,17409750.0,,,
March 2019,68458000.0,27099000.0,38377000.0,7470000.0,,,
June 2019,69336000.0,25882000.0,43325000.0,7470000.0,,,
September 2019,68371000.0,26670000.0,33795000.0,13997000.0,,,
December 2019,78510000.0,27717000.0,47609000.0,2934000.0,,,
March 2020,64993000.0,27586000.0,34600000.0,9635000.0,,,
June 2020,69495000.0,29220000.0,38255000.0,16125000.0,,,
September 2020,72579000.0,27890000.0,42891000.0,18487000.0,,,
December 2020,81526000.0,32833000.0,47086000.0,15656000.0,,,
March 2021,76892000.0,36790000.0,38804000.0,23500000.0,,,
June 2021,78772000.0,35497000.0,41977000.0,32933000.0,,,
September 2021,86265000.0,37346000.0,47621000.0,34427000.0,,,
December 2021,79135000.0,38292000.0,39808000.0,34804000.0,,,
March 2022,83201000.0,38789000.0,43364000.0,38049000.0,,,
June 2022,71782000.0,40601000.0,48119000.0,51598000.0,,,
