,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,8992332.0,2163500.0,,-8973381.0,,
June 2020,26704.0,2163500.0,26704.0,-26704.0,386839.0,
September 2020,181964.0,2504000.0,,-90915.0,346471407.0,1380358.0
December 2020,143640.0,2965000.0,,-43559.0,17788000.0,1230271.0
March 2021,5231000.0,3607000.0,,-3183527.0,346351365.0,1092964.0
June 2021,6612000.0,4008000.0,,-6638000.0,345542492.0,277118.0
September 2021,8561000.0,5189000.0,,-67526473.0,193364000.0,191225000.0
December 2021,17819000.0,9255000.0,,42141000.0,181679000.0,178374000.0
March 2022,18180000.0,9848000.0,,42527000.0,179971000.0,160863000.0
June 2022,19126000.0,10055000.0,,-1453000.0,164052000.0,143634000.0
