,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,4700000.0,,,
June 2009,,4700000.0,,,
September 2009,,4700000.0,,,
December 2009,,4700000.0,,,
March 2010,475000.0,5800000.0,,,
June 2010,475000.0,6800000.0,,,
September 2010,475000.0,5900000.0,,,
December 2010,475000.0,4400000.0,123900000.0,41900000.0,82000000.0
March 2011,575000.0,7200000.0,,,
June 2011,575000.0,5500000.0,,,
September 2011,575000.0,5800000.0,123600000.0,39800000.0,83800000.0
December 2011,575000.0,5700000.0,135600000.0,48300000.0,87300000.0
March 2012,450000.0,8300000.0,,,
June 2012,450000.0,6600000.0,,,
September 2012,450000.0,6900000.0,146800000.0,58600000.0,88200000.0
December 2012,450000.0,8600000.0,172400000.0,54200000.0,118200000.0
March 2013,550000.0,9600000.0,,,
June 2013,550000.0,8500000.0,,,
September 2013,550000.0,9000000.0,191700000.0,54300000.0,137400000.0
December 2013,550000.0,7000000.0,200500000.0,56100000.0,144400000.0
March 2014,575000.0,11100000.0,,,
June 2014,575000.0,8300000.0,,,
September 2014,575000.0,9800000.0,249700000.0,53600000.0,196100000.0
December 2014,575000.0,8800000.0,260300000.0,56800000.0,203500000.0
March 2015,575000.0,13600000.0,,,
June 2015,575000.0,10300000.0,,,
September 2015,575000.0,10600000.0,267600000.0,62300000.0,205300000.0
December 2015,575000.0,9600000.0,266700000.0,62200000.0,204500000.0
March 2016,550000.0,12900000.0,,,
June 2016,550000.0,10300000.0,,,
September 2016,550000.0,10400000.0,254400000.0,54300000.0,200100000.0
December 2016,550000.0,9200000.0,262200000.0,59800000.0,202400000.0
