,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,9910500.0,,-9882500.0,,
June 2019,9910500.0,,-9882500.0,,
September 2019,9910500.0,,-9882500.0,,
December 2019,9910500.0,,-9882500.0,95717000.0,23500000.0
March 2020,11335000.0,252250.0,-9282000.0,,
June 2020,8232000.0,252250.0,-8009000.0,,
September 2020,6784000.0,252250.0,-5094000.0,,
December 2020,9590000.0,252250.0,-14290000.0,165878000.0,95806000.0
March 2021,9908000.0,278000.0,-13765000.0,158687000.0,87353000.0
June 2021,11937000.0,305000.0,-8956000.0,149772000.0,77476000.0
September 2021,12219000.0,481500.0,995000.0,141136000.0,68083000.0
December 2021,29952000.0,481500.0,-24000000.0,116160000.0,60393000.0
March 2022,13931000.0,412000.0,-16140000.0,127217000.0,69156000.0
June 2022,9502000.0,359000.0,-1046000.0,105462000.0,44265000.0
