,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,,421750000.0,,,
June 2007,,421750000.0,,,
September 2007,,421750000.0,,,
December 2007,,421750000.0,,,
March 2008,14750000.0,382000000.0,,,
June 2008,14750000.0,391000000.0,,,
September 2008,14750000.0,375000000.0,,,
December 2008,14750000.0,352000000.0,,18154000000.0,5019000000.0
March 2009,17000000.0,365000000.0,,,
June 2009,17000000.0,393000000.0,,17257000000.0,4710000000.0
September 2009,17000000.0,371000000.0,,17638000000.0,5076000000.0
December 2009,17000000.0,388000000.0,,18009000000.0,5495000000.0
March 2010,17750000.0,339000000.0,,18402000000.0,5901000000.0
June 2010,17750000.0,398000000.0,,16636000000.0,4221000000.0
September 2010,17750000.0,387000000.0,,17202000000.0,4699000000.0
December 2010,17750000.0,356000000.0,,17078000000.0,4802000000.0
March 2011,17250000.0,327000000.0,351500000.0,17728000000.0,5442000000.0
June 2011,17250000.0,488000000.0,351500000.0,16005000000.0,3794000000.0
September 2011,17250000.0,411000000.0,351500000.0,16403000000.0,4405000000.0
December 2011,17250000.0,380000000.0,351500000.0,16254000000.0,4307000000.0
March 2012,15500000.0,298000000.0,270000000.0,16672000000.0,4734000000.0
June 2012,15500000.0,325000000.0,443000000.0,15234000000.0,3347000000.0
September 2012,15500000.0,311000000.0,420000000.0,15394000000.0,3519000000.0
December 2012,15500000.0,536000000.0,139000000.0,16557000000.0,4812000000.0
March 2013,18000000.0,301000000.0,508000000.0,16778000000.0,5029000000.0
June 2013,18000000.0,380000000.0,461000000.0,15532000000.0,3824000000.0
September 2013,18000000.0,339000000.0,457000000.0,16592000000.0,4839000000.0
December 2013,18000000.0,369000000.0,292000000.0,15402000000.0,3655000000.0
March 2014,22000000.0,413000000.0,363000000.0,15799000000.0,4005000000.0
June 2014,22000000.0,364000000.0,492000000.0,15301000000.0,3458000000.0
September 2014,22000000.0,391000000.0,467000000.0,15332000000.0,3456000000.0
December 2014,22000000.0,703000000.0,148000000.0,15196000000.0,3323000000.0
March 2015,26750000.0,511000000.0,389000000.0,15850000000.0,3989000000.0
June 2015,26750000.0,451000000.0,1928000000.0,54558000000.0,7451000000.0
September 2015,26750000.0,453000000.0,657000000.0,53774000000.0,6423000000.0
December 2015,26750000.0,683000000.0,279000000.0,53132000000.0,6187000000.0
March 2016,25250000.0,465000000.0,3565000000.0,54408000000.0,7529000000.0
June 2016,25250000.0,499000000.0,796000000.0,51772000000.0,4905000000.0
September 2016,25250000.0,484000000.0,861000000.0,51792000000.0,4962000000.0
December 2016,25250000.0,483000000.0,851000000.0,51095000000.0,4238000000.0
March 2017,,418000000.0,780000000.0,51959000000.0,5103000000.0
June 2017,,478000000.0,919000000.0,50463000000.0,3636000000.0
