,OperatingExpenses,NetIncomeLoss,Assets
December 2010,0.0,0.0,279000.0
March 2011,16000.0,-16000.0,
June 2011,0.0,0.0,1950411.0
September 2011,1051000.0,-634000.0,112648000.0
December 2011,3013000.0,-1925000.0,131581000.0
March 2012,9495000.0,-5028000.0,136392000.0
June 2012,15796000.0,-7070000.0,201166000.0
September 2012,28320000.0,-804000.0,226579000.0
December 2012,-34339000.0,-28750000.0,1965452000.0
March 2013,179733000.0,-137920000.0,2088102000.0
June 2013,54674000.0,-51679000.0,2916785000.0
September 2013,57277000.0,-80201000.0,3151013000.0
December 2013,212381000.0,-197815000.0,5578281000.0
March 2014,481005000.0,-291444000.0,20480300000.0
June 2014,350496000.0,-40328000.0,21315487000.0
September 2014,375667000.0,-280398000.0,
December 2014,742667000.0,-350623000.0,20515139000.0
March 2015,303882000.0,-29970000.0,20322028000.0
June 2015,391547000.0,-106522000.0,19249375000.0
September 2015,287026000.0,7529000.0,18704888000.0
December 2015,506237000.0,-187390000.0,17405866000.0
March 2016,432173000.0,-113086000.0,16843612000.0
June 2016,287396000.0,3146000.0,17408511000.0
September 2016,277243000.0,29495000.0,16057820000.0
December 2016,149606000.0,-115418000.0,15587574000.0
March 2017,245924000.0,14438000.0,15356535000.0
June 2017,281136000.0,33408000.0,15048040000.0
September 2017,233028000.0,16094000.0,14736733000.0
December 2017,235944000.0,-32122000.0,14705578000.0
March 2018,240510000.0,31795000.0,14451789000.0
June 2018,331618000.0,-72670000.0,14261607000.0
September 2018,362047000.0,-72117000.0,14056880000.0
December 2018,246079000.0,27218000.0,13963493000.0
March 2019,184336000.0,69304000.0,14053624000.0
June 2019,172755000.0,285658000.0,13781884000.0
September 2019,998366000.0,-726440000.0,14455523000.0
December 2019,196373000.0,71125000.0,13280680000.0
March 2020,170965000.0,86808000.0,13772437000.0
June 2020,167096000.0,54208000.0,13321182000.0
September 2020,171983000.0,98866000.0,13039598000.0
December 2020,198493000.0,-37820000.0,13355056000.0
March 2021,186477000.0,120647000.0,12977358000.0
June 2021,173626000.0,77896000.0,12914995000.0
September 2021,172049000.0,61565000.0,12578893000.0
