,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,15954250.0,-39050250.0,,
June 2008,15954250.0,-39050250.0,,
September 2008,15954250.0,-39050250.0,,
December 2008,15954250.0,-39050250.0,,
March 2009,18088000.0,-28386000.0,,
June 2009,16422000.0,40813000.0,,
September 2009,12972000.0,21682000.0,,
December 2009,10361000.0,-1012931000.0,4015889000.0,2000049000.0
March 2010,14792000.0,-18705000.0,,
June 2010,15345000.0,13591000.0,3714912000.0,1725073000.0
September 2010,16892000.0,17509000.0,3612198000.0,1631578000.0
December 2010,18068000.0,86964000.0,3329079000.0,1543985000.0
March 2011,17722000.0,18070000.0,3536629000.0,1567335000.0
June 2011,17280000.0,42424000.0,3509301000.0,1149091000.0
September 2011,21556000.0,64973000.0,3548327000.0,1124141000.0
December 2011,34199000.0,,3409865000.0,1159133000.0
March 2012,23482000.0,,3352478000.0,1077649000.0
June 2012,23115000.0,,3546348000.0,1279221000.0
September 2012,27596000.0,,3582575000.0,988227000.0
December 2012,27676000.0,,3805828000.0,1156750000.0
March 2013,33582000.0,53637000.0,3780246000.0,1055682000.0
June 2013,34052000.0,58290000.0,3812491000.0,1070735000.0
September 2013,35232000.0,96940000.0,3804782000.0,1129921000.0
December 2013,38464000.0,,4234684000.0,1475386000.0
March 2014,39016000.0,35885000.0,4224056000.0,1471076000.0
June 2014,38357000.0,-17996000.0,4167478000.0,1477432000.0
September 2014,39686000.0,326812000.0,4238410000.0,1455279000.0
December 2014,43456000.0,,4274878000.0,1553881000.0
March 2015,45257000.0,26405000.0,3958105000.0,1293943000.0
June 2015,46430000.0,59305000.0,4075058000.0,1322762000.0
September 2015,46859000.0,65611000.0,4027318000.0,1246246000.0
December 2015,58077000.0,,5209950000.0,1945010000.0
March 2016,55830000.0,8282000.0,5052343000.0,1884329000.0
June 2016,49911000.0,-194775000.0,4660022000.0,1792868000.0
September 2016,49704000.0,43162000.0,4671160000.0,1799530000.0
December 2016,42440000.0,,4645873000.0,1842735000.0
March 2017,54760000.0,26209000.0,4619327000.0,1886322000.0
June 2017,55430000.0,66268000.0,4786067000.0,2013181000.0
September 2017,70645000.0,179643000.0,5540955000.0,1726903000.0
December 2017,70044000.0,,5867810000.0,2125205000.0
March 2018,76937000.0,71082000.0,6030974000.0,2222932000.0
June 2018,75445000.0,218353000.0,6235284000.0,2346772000.0
September 2018,77740000.0,145774000.0,6372347000.0,2472894000.0
December 2018,79207000.0,,6874585000.0,2762739000.0
March 2019,88700000.0,88695000.0,7159902000.0,2829898000.0
June 2019,32680000.0,113467000.0,8299105000.0,3914087000.0
September 2019,86600000.0,128544000.0,8304791000.0,3684294000.0
December 2019,-56020000.0,,8332825000.0,3706989000.0
March 2020,43770000.0,-211040000.0,8434749000.0,3536309000.0
June 2020,41929000.0,,2334732000.0,451748000.0
September 2020,39280000.0,,2670092000.0,738159000.0
December 2020,44832000.0,,2976980000.0,1020212000.0
March 2021,55576000.0,,3214668000.0,1204238000.0
June 2021,52133000.0,,4433933000.0,634476000.0
September 2021,66974000.0,,4893626000.0,1052059000.0
December 2021,66366000.0,,5063288000.0,1218252000.0
March 2022,78794000.0,,5043393000.0,1233810000.0
June 2022,86410000.0,,4193778000.0,804813000.0
