,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,,,,
June 2013,,,,
September 2013,,,,
December 2013,,,,
March 2014,,,,
June 2014,,,,
September 2014,,,,
December 2014,,,,
March 2015,51300000.0,14800000.0,,
June 2015,50400000.0,20400000.0,,
September 2015,49100000.0,25300000.0,,
December 2015,,,1307000000.0,280300000.0
March 2016,49600000.0,30100000.0,1287000000.0,277400000.0
June 2016,51800000.0,17900000.0,1359200000.0,351300000.0
September 2016,53200000.0,28500000.0,1217700000.0,215800000.0
