,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2020,426269.5,52746.5,-447559.0,,,
June 2020,426269.5,52746.5,-447559.0,,,
September 2020,1609781.0,33658.0,-1626993.0,,,
December 2020,1251716.0,26363.0,-1305877.0,7866273.0,569095.0,7297178.0
March 2021,2185097.0,30161.0,-2756980.0,,,
June 2021,4245914.0,36828.0,-4342751.0,,,
September 2021,8345015.0,9709.0,-8429267.0,11318238.0,5977376.0,5340862.0
December 2021,19245379.0,19111.0,-19335742.0,35176357.0,29632687.0,5543670.0
March 2022,6584931.0,19548.0,-6591405.0,41624761.0,37081292.0,4543469.0
June 2022,7615974.0,17320.0,-7586594.0,37497014.0,32950966.0,4546048.0
