,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,2801683.0,33568.0,-1985835.5,,,
June 2019,3488466.0,42866.0,-1985835.5,,,
September 2019,3871360.0,109978.0,-2373182.0,,,
December 2019,3675096.0,137872.0,-2159095.0,16402185.0,10044224.0,6357961.0
March 2020,4135701.0,143315.0,-1995231.0,,,
June 2020,4345939.0,117796.0,-3006390.0,,,
September 2020,5138328.0,102879.0,-3355084.0,86742578.0,80357380.0,6385198.0
December 2020,5988528.0,144180.0,-4493596.0,82342700.0,75995474.0,6347226.0
March 2021,7211160.0,240687.0,-5330504.0,78610014.0,72291682.0,6318332.0
June 2021,8459055.0,374852.0,-6302259.0,75660418.0,57798047.0,17862371.0
September 2021,8511481.0,242604.0,-5351698.0,71389091.0,53369973.0,18019118.0
December 2021,9231949.0,171984.0,-6886085.0,65847375.0,47681834.0,18165541.0
March 2022,15904117.0,103833.0,-14139402.0,57726555.0,41726140.0,16000415.0
June 2022,6504994.0,116467.0,-4904520.0,52213959.0,37348545.0,14865414.0
