,OperatingExpenses,NetIncomeLoss,Assets
September 2010,-8515000.0,-79000.0,
December 2010,-8515000.0,4851000.0,
March 2011,-8515000.0,-253000.0,
June 2011,-8515000.0,-569000.0,67296000.0
September 2011,-8975000.0,-1427000.0,62188000.0
December 2011,8062000.0,70000.0,64589000.0
March 2012,8875000.0,270000.0,64932000.0
June 2012,26620000.0,-106000.0,63169000.0
September 2012,-10073000.0,654000.0,65390000.0
December 2012,9711000.0,-762000.0,63754000.0
March 2013,9883000.0,-259000.0,64168000.0
June 2013,30302000.0,-7000.0,64733000.0
September 2013,9920000.0,351000.0,65272000.0
December 2013,18223000.0,-5976000.0,88319000.0
March 2014,10970000.0,-444000.0,87328000.0
June 2014,10987000.0,970000.0,88319000.0
September 2014,12174000.0,-529000.0,93186000.0
December 2014,12332000.0,-772000.0,73305000.0
March 2015,12329000.0,-909000.0,72399000.0
June 2015,11429000.0,-277000.0,75886000.0
September 2015,11555000.0,331000.0,74208000.0
December 2015,12254000.0,-2380000.0,72262000.0
March 2016,17341000.0,-2525000.0,75843000.0
June 2016,7334000.0,-386000.0,73862000.0
September 2016,10549000.0,686000.0,72334000.0
December 2016,10208000.0,-1092000.0,69503000.0
March 2017,10612000.0,-277000.0,74435000.0
June 2017,10874000.0,-499000.0,71283000.0
September 2017,10963000.0,-84000.0,70453000.0
December 2017,,-3202000.0,64998000.0
March 2018,,277000.0,64016000.0
June 2018,,4505000.0,70503000.0
September 2018,11123000.0,566000.0,71316000.0
December 2018,11520000.0,-526000.0,67579000.0
March 2019,11794000.0,426000.0,68531000.0
June 2019,11362000.0,2793000.0,73952000.0
September 2019,11706000.0,361000.0,73619000.0
December 2019,12064000.0,115000.0,70411000.0
March 2020,10553000.0,-1158000.0,67360000.0
June 2020,4546000.0,-2284000.0,68256000.0
September 2020,6006000.0,6208000.0,66373000.0
December 2020,5396000.0,-1331000.0,61283000.0
