,NetIncomeLoss,Assets,AssetsCurrent
March 2017,2077750.0,,
June 2017,2077750.0,452062523.0,2062523.0
September 2017,2077750.0,451801972.0,1801972.0
December 2017,2077750.0,450506795.0,506795.0
March 2018,2700750.0,451713047.0,298062.0
June 2018,2700750.0,453472895.0,256651.0
September 2018,2700750.0,455120984.0,585572.0
December 2018,2700750.0,335174000.0,102011000.0
March 2019,3995000.0,459803232.0,349426.0
June 2019,4328000.0,462028019.0,752797.0
September 2019,-1598000.0,429833685.0,100825.0
December 2019,-43489000.0,509317000.0,151495000.0
March 2020,-1966000.0,550660000.0,194974000.0
June 2020,-46768000.0,525276000.0,179821000.0
September 2020,6835000.0,564613000.0,209742000.0
December 2020,28915000.0,560241000.0,151984000.0
March 2021,1501000.0,589796000.0,187783000.0
June 2021,12445000.0,600848000.0,195811000.0
September 2021,10807000.0,600345000.0,198221000.0
December 2021,6806000.0,616073000.0,247995000.0
March 2022,15788000.0,624514000.0,254604000.0
June 2022,22464000.0,816579000.0,288001000.0
