,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2012,,17103.0,-21287.0,,
March 2013,1108867.5,41209.0,-54324.0,,
June 2013,1108867.5,395217.0,-2015122.0,,
September 2013,1108867.5,583524.0,-1173363.0,,
December 2013,1108867.5,1089940.0,-2278272.0,2365867.0,2080977.0
March 2014,2020533.0,929213.0,-31009723.0,1587132.0,1050058.0
June 2014,3495023.0,1556493.0,278621.0,23851558.0,23354839.0
September 2014,5830438.0,3699057.0,-5847998.0,20407617.0,18780154.0
December 2014,9028715.0,6326884.0,-9024010.0,33828923.0,31991956.0
March 2015,7131600.0,4145764.0,-6925279.0,29247107.0,27411727.0
June 2015,6374970.0,3779852.0,-6146582.0,23159165.0,21254072.0
September 2015,7683317.0,4758590.0,-5605661.0,20067570.0,18159791.0
December 2015,8887452.0,6140835.0,-8884180.0,32675528.0,30675597.0
March 2016,10936772.0,7674093.0,-10796542.0,26366528.0,24458527.0
June 2016,10468990.0,7462360.0,-10284555.0,17029555.0,15121679.0
September 2016,11131994.0,7944465.0,-10125063.0,29034924.0,26868572.0
December 2016,14744905.0,9751759.0,-14611234.0,35258940.0,32863506.0
March 2017,13051387.0,8353184.0,-12473140.0,24551959.0,22427042.0
June 2017,13220879.0,8692003.0,-12919010.0,16315049.0,14234944.0
September 2017,13001623.0,8743434.0,-12748248.0,23108950.0,21275074.0
December 2017,11267948.0,7442047.0,-11236477.0,15405445.0,13902348.0
March 2018,13474163.0,8721552.0,-13443457.0,47039800.0,45617808.0
June 2018,12510139.0,7639974.0,-12298371.0,39389378.0,37952688.0
September 2018,12879961.0,8442698.0,-12645291.0,30646189.0,29366133.0
December 2018,12579970.0,8067461.0,-12453003.0,22010169.0,20788743.0
March 2019,11162041.0,6800678.0,-11019468.0,38120505.0,36973198.0
June 2019,9994156.0,5515017.0,-9803996.0,30780695.0,29863321.0
September 2019,8342569.0,5190056.0,-8184227.0,26479498.0,23482067.0
December 2019,9509277.0,5723059.0,-9391398.0,24883974.0,22197464.0
March 2020,8715150.0,4575303.0,-8597736.0,22751475.0,20375109.0
June 2020,8327015.0,4330433.0,-8204666.0,26267412.0,24177124.0
September 2020,7621558.0,4003642.0,-7556837.0,23113412.0,21277050.0
December 2020,7562791.0,4156744.0,-7472847.0,53139825.0,51442213.0
March 2021,,4591244.0,-8525763.0,47206016.0,45657365.0
June 2021,,6103694.0,-11015829.0,40375950.0,38995655.0
September 2021,,4737159.0,-12464526.0,30396908.0,29167647.0
December 2021,,5140483.0,-9421175.0,51371075.0,50229902.0
March 2022,,3527146.0,-7152718.0,44402052.0,43473245.0
June 2022,,3209910.0,-7017749.0,40024119.0,37198016.0
