,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,14750500.0,3521000.0,11229500.0,1024750.0,,
June 2013,14750500.0,3521000.0,11229500.0,1024750.0,,
September 2013,14750500.0,3521000.0,11229500.0,1024750.0,,
December 2013,14750500.0,3521000.0,11229500.0,1024750.0,,
March 2014,17889000.0,3769000.0,14120000.0,1266000.0,,
June 2014,17889000.0,3769000.0,14120000.0,391000.0,,
September 2014,20486000.0,3897000.0,16589000.0,172000.0,,
December 2014,23569000.0,4140000.0,19429000.0,416000.0,121381000.0,115301000.0
March 2015,22738000.0,3191000.0,19547000.0,2502000.0,,
June 2015,31188000.0,4792000.0,26396000.0,-2671000.0,,
September 2015,31315000.0,4560000.0,26755000.0,901000.0,259325000.0,249077000.0
December 2015,34638000.0,5484000.0,29154000.0,1633000.0,263848000.0,244361000.0
March 2016,38070000.0,5001000.0,33069000.0,2291000.0,275121000.0,253651000.0
June 2016,42140000.0,6264000.0,35876000.0,3013000.0,283979000.0,260252000.0
September 2016,44237000.0,6497000.0,37740000.0,11906000.0,297279000.0,267223000.0
December 2016,47732000.0,6113000.0,41619000.0,-2396000.0,308254000.0,263827000.0
March 2017,49755000.0,7034000.0,42721000.0,-3106000.0,418365000.0,372362000.0
June 2017,52257000.0,8094000.0,44163000.0,-1558000.0,417003000.0,364717000.0
September 2017,54094000.0,8132000.0,45962000.0,238000.0,459094000.0,371781000.0
December 2017,59871000.0,8401000.0,51470000.0,9083000.0,476667000.0,382234000.0
March 2018,62512000.0,8013000.0,54499000.0,5491000.0,489707000.0,387938000.0
June 2018,62969000.0,8193000.0,54776000.0,13381000.0,499314000.0,392499000.0
September 2018,95861000.0,9092000.0,55934000.0,-18930000.0,501005000.0,397595000.0
December 2018,72043000.0,10867000.0,61176000.0,6659000.0,515006000.0,410726000.0
March 2019,72758000.0,11667000.0,61091000.0,10698000.0,568789000.0,423086000.0
June 2019,81127000.0,13462000.0,67665000.0,16588000.0,585109000.0,434604000.0
September 2019,83022000.0,13733000.0,69289000.0,11483000.0,614170000.0,451334000.0
December 2019,87549000.0,,74688000.0,9689000.0,665901000.0,463134000.0
March 2020,87399000.0,12946000.0,74453000.0,1425000.0,664240000.0,453740000.0
June 2020,82579000.0,22725000.0,59854000.0,-11960000.0,780200000.0,575895000.0
September 2020,111081000.0,34923000.0,76158000.0,-8815000.0,810303000.0,590199000.0
December 2020,96058000.0,,76603000.0,3648000.0,822983000.0,617702000.0
March 2021,97874000.0,18076000.0,79798000.0,11836000.0,840824000.0,635127000.0
June 2021,108374000.0,17738000.0,90636000.0,9231000.0,,
September 2021,111131000.0,16734000.0,94397000.0,8850000.0,910218000.0,653112000.0
December 2021,165504000.0,,113500000.0,-24633000.0,1244250000.0,681474000.0
March 2022,131464000.0,20564000.0,110900000.0,79000.0,1301573000.0,690326000.0
June 2022,134174000.0,19559000.0,114615000.0,-3687000.0,1327900000.0,717961000.0
