,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
June 2009,6465250.0,2640250.0,,
September 2009,6465250.0,2640250.0,,
December 2009,6465250.0,2640250.0,,
March 2010,6465250.0,2640250.0,,
June 2010,5673000.0,2188000.0,,
September 2010,4969000.0,1917000.0,,
December 2010,4606000.0,1672000.0,,
March 2011,4719000.0,1938000.0,,
June 2011,4313000.0,1852000.0,,
September 2011,4086000.0,1758000.0,,
December 2011,4193000.0,1780000.0,,
March 2012,4344000.0,1800000.0,,
June 2012,,,,
