,NetIncomeLoss,Assets
March 2009,2466000.0,
June 2009,2466000.0,
September 2009,2466000.0,
December 2009,2466000.0,
March 2010,2746000.0,
June 2010,2927000.0,
September 2010,2897000.0,
December 2010,2932000.0,812526000.0
March 2011,2830000.0,
June 2011,3147000.0,852982000.0
September 2011,3378000.0,859188000.0
December 2011,3477000.0,878567000.0
March 2012,3449000.0,909426000.0
June 2012,3753000.0,881350000.0
September 2012,3464000.0,876217000.0
December 2012,3549000.0,882427000.0
March 2013,3287000.0,882950000.0
June 2013,3280000.0,879076000.0
September 2013,3512000.0,899396000.0
December 2013,3296000.0,914934000.0
March 2014,3176000.0,902626000.0
June 2014,3365000.0,914169000.0
September 2014,3368000.0,913045000.0
December 2014,3476000.0,925048000.0
March 2015,3120000.0,929972000.0
June 2015,3189000.0,942479000.0
September 2015,2857000.0,953977000.0
December 2015,2460000.0,1162984000.0
March 2016,3283000.0,1192564000.0
June 2016,3031000.0,1179518000.0
September 2016,3153000.0,1197654000.0
December 2016,3171000.0,1223018000.0
March 2017,3303000.0,1224524000.0
June 2017,3468000.0,1264856000.0
September 2017,3650000.0,1269787000.0
December 2017,2604000.0,1361886000.0
March 2018,4247000.0,1382483000.0
June 2018,4691000.0,1397594000.0
September 2018,4581000.0,1407880000.0
December 2018,4515000.0,1430712000.0
March 2019,4405000.0,1448054000.0
June 2019,4846000.0,1447170000.0
September 2019,5196000.0,1475005000.0
December 2019,5043000.0,1466339000.0
March 2020,4531000.0,1464729000.0
June 2020,5338000.0,1800116000.0
September 2020,8007000.0,1858344000.0
December 2020,7227000.0,1891674000.0
March 2021,8463000.0,1995610000.0
June 2021,6647000.0,2003300000.0
September 2021,7064000.0,2047203000.0
December 2021,6944000.0,2143863000.0
March 2022,6740000.0,2177887000.0
June 2022,6901000.0,2212862000.0
