,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2006,1409813.238095238,578965.1666666666,476270.6666666667,-1026072.25,,,
June 2006,1409813.238095238,578965.1666666666,476270.6666666667,-1026072.25,,,
September 2006,1409813.238095238,578965.1666666666,476270.6666666667,-1026072.25,,,
December 2006,1409813.238095238,578965.1666666666,476270.6666666667,-1026072.25,,,
March 2007,1409813.238095238,578965.1666666666,476270.6666666667,-1977248.25,,,
June 2007,1409813.238095238,578965.1666666666,476270.6666666667,-1977248.25,,,
September 2007,1409813.238095238,578965.1666666666,476270.6666666667,-1977248.25,,,
December 2007,1409813.238095238,578965.1666666666,476270.6666666667,-1977248.25,,,
March 2008,1409813.238095238,578965.1666666666,476270.6666666667,-1675037.0,,,
June 2008,1409813.238095238,578965.1666666666,476270.6666666667,-1675037.0,,,
September 2008,1409813.238095238,578965.1666666666,476270.6666666667,-1675037.0,,,
December 2008,1409813.238095238,578965.1666666666,476270.6666666667,-1675037.0,,,
March 2009,1409813.238095238,578965.1666666666,476270.6666666667,-362927.75,,,
June 2009,1409813.238095238,578965.1666666666,476270.6666666667,-362927.75,,,
September 2009,1409813.238095238,578965.1666666666,476270.6666666667,-362927.75,,,
December 2009,1409813.238095238,578965.1666666666,476270.6666666667,-362927.75,,,
March 2010,1409813.238095238,578965.1666666666,476270.6666666667,-987005.25,,,
June 2010,1409813.238095238,578965.1666666666,476270.6666666667,-987005.25,,,
September 2010,1409813.238095238,578965.1666666666,476270.6666666667,-987005.25,,,
December 2010,1409813.238095238,578965.1666666666,476270.6666666667,-987005.25,,,
March 2011,1409813.238095238,578965.1666666666,476270.6666666667,-1882824.0,,,
June 2011,1751.0,578965.1666666666,476270.6666666667,1272.0,,,
September 2011,2241.0,578965.1666666666,476270.6666666667,771.0,,,
December 2011,1700.0,578965.1666666666,476270.6666666667,841.0,,,
March 2012,14972.0,175698.0,244821.25,-12619.0,59123.0,27417.0,
June 2012,4951.0,175698.0,244821.25,-1820.0,,,
September 2012,18873.0,175698.0,244821.25,-15431.0,41896.0,10190.0,
December 2012,13899.0,175698.0,244821.25,-7716.0,1481774.0,1045360.0,436414.0
March 2013,448239.0,170319.0,266063.0,-594292.0,12445.0,8718.0,
June 2013,764811.0,173455.0,580402.0,-907229.0,15037.0,10933.0,
September 2013,1111077.0,334155.0,766065.0,-1348340.0,14239.0,10258.0,
December 2013,7493.0,266401.0,1008262.0,-7618.0,1768482.0,1317684.0,450798.0
March 2014,11169041.0,250234.0,1806677.0,-11284929.0,,,
June 2014,2021772.0,313353.0,804587.0,-2021070.0,3463976.0,3022804.0,
September 2014,1878155.0,357519.0,724454.0,-1880394.0,2293354.0,1848699.0,
December 2014,1812995.0,239665.0,679141.0,-1808232.0,1547091.0,1106962.0,
March 2015,1211583.0,285146.0,539787.0,-1116155.0,1665696.0,1228938.0,
June 2015,632067.0,54078.0,87771.0,-584265.0,2090053.0,1649139.0,
September 2015,743578.0,216228.0,266018.0,-743461.0,1909528.0,1466920.0,
December 2015,1813872.0,-63623.0,115179.0,-1813994.0,852078.0,413658.0,
March 2016,677795.0,66187.0,222131.0,-677746.0,617464.0,175081.0,
June 2016,274530.0,106491.0,160351.0,-227742.0,979665.0,536709.0,
September 2016,487587.0,87735.0,,-482438.0,817768.0,377272.0,
December 2016,410990.0,87472.0,,-395779.0,750580.0,312055.0,
March 2017,516138.0,115918.0,144896.0,-450836.0,702638.0,265051.0,
June 2017,431168.0,22442.0,134461.0,-383043.0,637332.0,205990.0,
September 2017,535413.0,1798.0,213538.0,-363156.0,3779760.0,3347287.0,
December 2017,855167.0,-42679.0,209273.0,-788199.0,3156685.0,2728174.0,
March 2018,1226436.0,60232.0,426867.0,-1047864.0,2209881.0,1785737.0,
June 2018,1226106.0,67747.0,391250.0,-1100122.0,1412271.0,980567.0,
September 2018,1237019.0,86115.0,350630.0,-928888.0,1555232.0,1120091.0,
December 2018,1143957.0,54983.0,325072.0,-947348.0,2458898.0,2024364.0,
March 2019,1175055.0,45672.0,291569.0,-1135420.0,2289072.0,1823887.0,
June 2019,1065322.0,59196.0,233876.0,-1081694.0,2088698.0,1632540.0,
September 2019,1300035.0,145273.0,206042.0,-1433626.0,2114414.0,1664778.0,
December 2019,902247.0,65853.0,174587.0,-1442297.0,2018922.0,1586061.0,
March 2020,985849.0,35282.0,168413.0,-1002868.0,1873175.0,1442657.0,
June 2020,884683.0,56494.0,193904.0,-1700342.0,1711041.0,1293734.0,
September 2020,744746.0,10681.0,105461.0,-1354331.0,1786560.0,1376145.0,
December 2020,790174.0,34323.0,139630.0,-997966.0,1425172.0,1121799.0,
March 2021,837508.0,88237.0,119561.0,-1382118.0,1378360.0,1088135.0,
