,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,10100750.0,-12837000.0,,
June 2019,10100750.0,-12837000.0,,
September 2019,10100750.0,-12837000.0,,
December 2019,10100750.0,-12837000.0,,
March 2020,12336000.0,-14444000.0,,
June 2020,12726000.0,-16451000.0,,
September 2020,11107000.0,-4448000.0,,
December 2020,12822000.0,2969000.0,849579000.0,129523000.0
March 2021,12769000.0,-2772000.0,,
June 2021,20176000.0,-35063000.0,852313000.0,152747000.0
September 2021,14609000.0,-9780000.0,1084882000.0,146861000.0
December 2021,19465000.0,-4822000.0,1129537000.0,170165000.0
March 2022,16987000.0,1159000.0,1150865000.0,181606000.0
June 2022,17624000.0,1961000.0,1142066000.0,183566000.0
