,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,,,-35028000.0,,
June 2009,,,,-35028000.0,,
September 2009,,,,-35028000.0,,
December 2009,,,,-35028000.0,,
March 2010,,850000.0,4366000.0,-53028000.0,,
June 2010,,850000.0,20235000.0,6510000.0,,
September 2010,,850000.0,12958000.0,30851000.0,,
December 2010,,850000.0,,-110865000.0,874050000.0,228504000.0
March 2011,15849000.0,1200000.0,15849000.0,-5161000.0,,
June 2011,13984000.0,1200000.0,13984000.0,1277000.0,905022000.0,248833000.0
September 2011,14747000.0,1200000.0,14747000.0,-17220000.0,862146000.0,236800000.0
December 2011,12319000.0,1200000.0,12303000.0,4073000.0,868862000.0,240149000.0
March 2012,14864000.0,1650000.0,14864000.0,-2949000.0,887944000.0,251801000.0
June 2012,15233000.0,1650000.0,15233000.0,-841000.0,884292000.0,246028000.0
September 2012,13809000.0,1650000.0,13809000.0,-17679000.0,835556000.0,192202000.0
December 2012,46274000.0,1650000.0,12593000.0,-156538000.0,677816000.0,162714000.0
March 2013,11075000.0,1425000.0,11075000.0,-15947000.0,689659000.0,195856000.0
June 2013,12747000.0,1425000.0,12747000.0,-5362000.0,689844000.0,199607000.0
September 2013,10995000.0,1425000.0,10995000.0,-18615000.0,628021000.0,165585000.0
December 2013,10371000.0,1425000.0,10371000.0,1611000.0,611777000.0,149268000.0
March 2014,10454000.0,1400000.0,10454000.0,-3573000.0,626756000.0,166049000.0
June 2014,10118000.0,1400000.0,10118000.0,5295000.0,636568000.0,175063000.0
September 2014,9868000.0,1400000.0,9868000.0,1099000.0,621886000.0,165004000.0
December 2014,10400000.0,1400000.0,10400000.0,-5128000.0,598422000.0,149880000.0
March 2015,11603000.0,1850000.0,11603000.0,-588000.0,598891000.0,155330000.0
June 2015,11722000.0,1850000.0,11722000.0,6339000.0,603700000.0,162848000.0
September 2015,10505000.0,1850000.0,10505000.0,1820000.0,592271000.0,150746000.0
December 2015,11781000.0,1850000.0,12041000.0,-15205000.0,603619000.0,151930000.0
March 2016,12881000.0,,12881000.0,-4744000.0,586670000.0,139503000.0
June 2016,11767000.0,,11767000.0,2462000.0,588220000.0,146487000.0
September 2016,10460000.0,,10460000.0,-28612000.0,533218000.0,126730000.0
