,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,29524500.0,9840750.0,,
June 2008,29524500.0,9840750.0,,
September 2008,29524500.0,9840750.0,,
December 2008,29524500.0,9840750.0,,
March 2009,25171000.0,6518000.0,,
June 2009,30832000.0,9244000.0,,
September 2009,35412000.0,14068000.0,,
December 2009,44746000.0,28451000.0,,
March 2010,41883000.0,19588000.0,,
June 2010,46055000.0,21792000.0,,
September 2010,53869000.0,25701000.0,,
December 2010,71483000.0,54766000.0,,
March 2011,57997000.0,33372000.0,,
June 2011,-62584000.0,38379000.0,,
September 2011,68775000.0,38794000.0,,
December 2011,92977000.0,73518000.0,,
March 2012,84199000.0,46643000.0,,
June 2012,85567000.0,57222000.0,,
September 2012,94689000.0,57316000.0,,
December 2012,121932000.0,109375000.0,,
March 2013,104836000.0,47279000.0,,
June 2013,106969000.0,56465000.0,,
September 2013,112270000.0,66111000.0,,
December 2013,124643000.0,109692000.0,,
March 2014,125943000.0,18981000.0,,
June 2014,129419000.0,48748000.0,,
September 2014,129932000.0,60451000.0,,
December 2014,152853000.0,110853000.0,,
March 2015,137841000.0,47810000.0,,
June 2015,145446000.0,47668000.0,,
September 2015,156619000.0,53153000.0,,
December 2015,188184000.0,117416000.0,,
March 2016,181542000.0,45336000.0,,
June 2016,180202000.0,53625000.0,,
September 2016,185451000.0,68285000.0,,
December 2016,231270000.0,136135000.0,,
March 2017,199141000.0,31246000.0,,
June 2017,225524000.0,48711000.0,,
September 2017,215367000.0,58944000.0,,
December 2017,264232000.0,119761000.0,,
March 2018,240428000.0,75153000.0,,
June 2018,261986000.0,95770000.0,,
September 2018,270874000.0,94413000.0,,
December 2018,337163000.0,218465000.0,,
March 2019,292908000.0,96603000.0,,
June 2019,317814000.0,124990000.0,,
September 2019,329208000.0,125982000.0,,
December 2019,394339000.0,298021000.0,,
March 2020,301651000.0,28632000.0,,
June 2020,352904000.0,86801000.0,,
September 2020,411708000.0,143643000.0,,
December 2020,542740000.0,329837000.0,,
March 2021,496634000.0,144956000.0,,
June 2021,541317000.0,208074000.0,,
September 2021,545124000.0,187788000.0,,
December 2021,641959000.0,434504000.0,,
March 2022,607851000.0,189998000.0,,
June 2022,662253000.0,289521000.0,,
