,NetIncomeLoss,Assets
December 2007,58769500.0,
March 2008,58769500.0,
June 2008,58769500.0,
September 2008,58769500.0,
December 2008,33593000.0,
March 2009,33593000.0,
June 2009,42595000.0,
September 2009,42969000.0,18226728000.0
December 2009,42903000.0,
March 2010,55628000.0,
June 2010,60687000.0,14880179000.0
September 2010,69065000.0,17883081000.0
December 2010,81723000.0,14849838000.0
March 2011,80917000.0,15284179000.0
June 2011,46786000.0,16117109000.0
September 2011,68927000.0,18006995000.0
December 2011,67325000.0,17891566000.0
March 2012,68869000.0,19275376000.0
June 2012,76350000.0,21170555000.0
September 2012,83325000.0,21160265000.0
December 2012,85874000.0,22275971000.0
March 2013,79960000.0,22735145000.0
June 2013,83862000.0,22214191000.0
September 2013,117458000.0,23186122000.0
December 2013,116633000.0,21924495000.0
March 2014,104560000.0,22868902000.0
June 2014,122689000.0,23070289000.0
September 2014,136366000.0,23325652000.0
December 2014,126296000.0,24253246000.0
March 2015,113463000.0,24967935000.0
June 2015,133195000.0,24808416000.0
September 2015,129186000.0,26479684000.0
December 2015,106329000.0,26907327000.0
March 2016,125847000.0,27753211000.0
June 2016,125504000.0,28843431000.0
September 2016,171670000.0,31593733000.0
December 2016,146567000.0,31669390000.0
March 2017,112755000.0,32928731000.0
June 2017,183424000.0,33433426000.0
September 2017,193489000.0,34883456000.0
December 2017,118842000.0,36084899000.0
March 2018,242847000.0,36030871000.0
June 2018,232258000.0,36364109000.0
September 2018,263053000.0,37413000000.0
December 2018,249000000.0,38544000000.0
March 2019,261000000.0,38176000000.0
June 2019,259000000.0,38677000000.0
September 2019,265000000.0,38830000000.0
December 2019,268000000.0,40154000000.0
March 2020,169000000.0,49809000000.0
June 2020,172000000.0,44682000000.0
September 2020,209000000.0,47482000000.0
December 2020,312000000.0,53657000000.0
March 2021,355000000.0,56066000000.0
June 2021,307000000.0,57161000000.0
September 2021,429000000.0,61891000000.0
December 2021,446000000.0,68461000000.0
March 2022,323000000.0,73101000000.0
June 2022,301000000.0,86111000000.0
