,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,45450000.0,28350000.0,,
June 2012,45450000.0,28350000.0,,
September 2012,45450000.0,28350000.0,,
December 2012,45450000.0,28350000.0,3464900000.0,
March 2013,43200000.0,19900000.0,,
June 2013,49800000.0,36400000.0,,
September 2013,53800000.0,37200000.0,,
December 2013,53000000.0,50000000.0,3355500000.0,317200000.0
March 2014,50600000.0,8400000.0,3458400000.0,437800000.0
June 2014,55400000.0,22400000.0,3544000000.0,550500000.0
September 2014,55100000.0,248300000.0,3522800000.0,560800000.0
December 2014,63200000.0,27800000.0,3991400000.0,355300000.0
March 2015,61700000.0,1100000.0,4057200000.0,425900000.0
June 2015,63600000.0,22200000.0,4029300000.0,439200000.0
September 2015,67200000.0,21200000.0,4010300000.0,463300000.0
December 2015,65800000.0,-73900000.0,3815500000.0,412200000.0
March 2016,65300000.0,-2300000.0,3799300000.0,360500000.0
June 2016,65200000.0,28500000.0,3781100000.0,369200000.0
September 2016,65100000.0,38100000.0,3770300000.0,388200000.0
December 2016,69200000.0,26600000.0,3738500000.0,378200000.0
March 2017,63900000.0,2500000.0,3656500000.0,311500000.0
June 2017,66400000.0,37100000.0,3800700000.0,350200000.0
September 2017,64200000.0,50700000.0,3813900000.0,360800000.0
December 2017,67200000.0,35500000.0,3808200000.0,376000000.0
March 2018,64600000.0,9100000.0,3770700000.0,354400000.0
June 2018,70100000.0,-5200000.0,3775100000.0,387500000.0
September 2018,74400000.0,46800000.0,3816000000.0,430000000.0
December 2018,77900000.0,57200000.0,3828700000.0,429500000.0
March 2019,73300000.0,6100000.0,5077000000.0,351700000.0
June 2019,81500000.0,50300000.0,5665000000.0,846800000.0
September 2019,82300000.0,38700000.0,5320900000.0,460000000.0
December 2019,86400000.0,45000000.0,5382300000.0,435800000.0
March 2020,79500000.0,6100000.0,5804300000.0,782700000.0
June 2020,62400000.0,-57900000.0,5887100000.0,887700000.0
September 2020,63400000.0,-13500000.0,5870500000.0,938200000.0
December 2020,109800000.0,4300000.0,5896900000.0,974700000.0
March 2021,76500000.0,-67700000.0,5713900000.0,777500000.0
June 2021,88900000.0,-900000.0,5772000000.0,782200000.0
September 2021,98500000.0,33100000.0,5783400000.0,801200000.0
December 2021,104300000.0,71100000.0,5924700000.0,777300000.0
March 2022,98400000.0,-100000.0,5843000000.0,660700000.0
June 2022,106900000.0,48000000.0,5909000000.0,441800000.0
