,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2020,980000.0,980000.0,-818000.0,26335.0,8585.0,
June 2020,87719.0,1713000.0,-1629000.0,100774730.0,763297.0,
September 2020,155350.0,5742000.0,-128710.0,100673973.0,635702.0,
December 2020,2283872.0,8036000.0,-882702.0,180917000.0,25777000.0,155140000.0
March 2021,31489000.0,31489000.0,-28515000.0,507422000.0,307276000.0,200146000.0
June 2021,27467000.0,27467000.0,-32016000.0,595532000.0,279737000.0,315795000.0
September 2021,25401000.0,25401000.0,-17268000.0,604135000.0,236421000.0,367714000.0
December 2021,82789000.0,22888000.0,-88387000.0,554064000.0,188497000.0,365567000.0
March 2022,21039000.0,21039000.0,-30635000.0,563580000.0,145733000.0,417847000.0
June 2022,20225000.0,20225000.0,-28705000.0,563754000.0,107087000.0,456667000.0
