,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,18250000.0,129000000.0,106500000.0,,
June 2007,18250000.0,129000000.0,106500000.0,,
September 2007,18250000.0,129000000.0,106500000.0,,
December 2007,18250000.0,129000000.0,106500000.0,,
March 2008,23000000.0,136000000.0,145000000.0,,
June 2008,18000000.0,138000000.0,134000000.0,,
September 2008,18000000.0,142000000.0,158000000.0,,
December 2008,21000000.0,124000000.0,-155000000.0,7166000000.0,2286000000.0
March 2009,20000000.0,114000000.0,-20000000.0,,
June 2009,18000000.0,114000000.0,104000000.0,7623000000.0,2778000000.0
September 2009,18000000.0,110000000.0,399000000.0,8250000000.0,2862000000.0
December 2009,14000000.0,136000000.0,15000000.0,8410000000.0,2856000000.0
March 2010,19000000.0,123000000.0,18000000.0,8202000000.0,2851000000.0
June 2010,17000000.0,124000000.0,160000000.0,8105000000.0,2822000000.0
September 2010,19000000.0,123000000.0,145000000.0,8394000000.0,2767000000.0
December 2010,15000000.0,135000000.0,54000000.0,8281000000.0,2668000000.0
March 2011,23000000.0,128000000.0,142000000.0,8622000000.0,2851000000.0
June 2011,25000000.0,140000000.0,203000000.0,8919000000.0,3014000000.0
September 2011,24000000.0,140000000.0,167000000.0,8711000000.0,2898000000.0
December 2011,26000000.0,397000000.0,-85000000.0,8518000000.0,2703000000.0
March 2012,26000000.0,134000000.0,183000000.0,8823000000.0,2817000000.0
June 2012,26000000.0,124000000.0,210000000.0,8779000000.0,2866000000.0
September 2012,23000000.0,113000000.0,127000000.0,8965000000.0,2968000000.0
December 2012,27000000.0,136000000.0,85000000.0,9000000000.0,2839000000.0
March 2013,26000000.0,106000000.0,142000000.0,9068000000.0,2986000000.0
June 2013,23000000.0,113000000.0,133000000.0,9322000000.0,3180000000.0
September 2013,24000000.0,97000000.0,172000000.0,9512000000.0,3228000000.0
December 2013,12000000.0,-5000000.0,654000000.0,9018000000.0,3182000000.0
March 2014,22000000.0,104000000.0,196000000.0,9129000000.0,3246000000.0
June 2014,24000000.0,119000000.0,259000000.0,9333000000.0,3339000000.0
September 2014,22000000.0,118000000.0,253000000.0,9710000000.0,3687000000.0
December 2014,18000000.0,417000000.0,-84000000.0,8818000000.0,2698000000.0
March 2015,20000000.0,98000000.0,236000000.0,8626000000.0,2696000000.0
June 2015,59000000.0,106000000.0,205000000.0,8988000000.0,2923000000.0
September 2015,19000000.0,93000000.0,161000000.0,8908000000.0,2796000000.0
December 2015,21000000.0,209000000.0,-298000000.0,8586000000.0,2787000000.0
March 2016,19000000.0,80000000.0,257000000.0,8392000000.0,2503000000.0
June 2016,19000000.0,71000000.0,221000000.0,8248000000.0,2456000000.0
September 2016,20000000.0,81000000.0,262000000.0,8757000000.0,2978000000.0
December 2016,20000000.0,146000000.0,160000000.0,8357000000.0,2472000000.0
March 2017,17000000.0,83000000.0,183000000.0,8288000000.0,2389000000.0
June 2017,17000000.0,96000000.0,231000000.0,8883000000.0,2583000000.0
September 2017,19000000.0,112000000.0,226000000.0,9062000000.0,2613000000.0
December 2017,19000000.0,165000000.0,203000000.0,9538000000.0,2792000000.0
March 2018,18000000.0,147000000.0,363000000.0,9780000000.0,3006000000.0
June 2018,18000000.0,136000000.0,344000000.0,9789000000.0,3153000000.0
September 2018,18000000.0,129000000.0,401000000.0,9824000000.0,3180000000.0
December 2018,18000000.0,134000000.0,99000000.0,9313000000.0,2874000000.0
March 2019,16000000.0,120000000.0,337000000.0,9574000000.0,2884000000.0
June 2019,17000000.0,118000000.0,209000000.0,9506000000.0,2876000000.0
September 2019,17000000.0,120000000.0,263000000.0,9414000000.0,2843000000.0
December 2019,17000000.0,125000000.0,43000000.0,9476000000.0,2765000000.0
March 2020,17000000.0,125000000.0,218000000.0,9545000000.0,2855000000.0
June 2020,18000000.0,114000000.0,107000000.0,9506000000.0,2709000000.0
September 2020,19000000.0,106000000.0,207000000.0,9769000000.0,2771000000.0
December 2020,20000000.0,137000000.0,1453000000.0,10909000000.0,3763000000.0
March 2021,20000000.0,137000000.0,322000000.0,10756000000.0,3710000000.0
June 2021,22000000.0,161000000.0,538000000.0,11220000000.0,4061000000.0
September 2021,21000000.0,165000000.0,506000000.0,11583000000.0,4355000000.0
December 2021,23000000.0,170000000.0,524000000.0,11975000000.0,3807000000.0
March 2022,24000000.0,174000000.0,502000000.0,12426000000.0,4200000000.0
June 2022,26000000.0,197000000.0,434000000.0,12713000000.0,4459000000.0
