,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2009,28547000.0,,
June 2009,28547000.0,,
September 2009,28547000.0,,
December 2009,28547000.0,,
March 2010,24875000.0,,
June 2010,24605000.0,,
September 2010,27744000.0,,
December 2010,27028000.0,,
March 2011,31327000.0,,
June 2011,36456000.0,,
September 2011,33990000.0,,
December 2011,35415000.0,,
March 2012,38560000.0,,
June 2012,34986000.0,,
September 2012,31584000.0,,
