,NetIncomeLoss,Assets,AssetsCurrent
March 2010,168429.0,,
June 2010,142945.0,,
September 2010,116211.0,,
December 2010,111865.0,2868146.0,203129.0
March 2011,135561.0,,
June 2011,147139.0,2813335.0,212147.0
September 2011,118196.0,2755168.0,186958.0
December 2011,70244.0,2693854.0,159231.0
March 2012,25445.0,2638088.0,133091.0
June 2012,5705.0,2582505.0,115870.0
September 2012,22454.0,2598092.0,141135.0
December 2012,7299.0,2554281.0,133090.0
March 2013,2247.0,2505500.0,121163.0
June 2013,33435.0,2469898.0,120726.0
September 2013,44092.0,2462588.0,140903.0
December 2013,12575.0,2412410.0,123975.0
March 2014,76838.0,2427284.0,167677.0
June 2014,43728.0,2387389.0,165190.0
