,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2017,3019713.25,,,
June 2017,3019713.25,,,
September 2017,3019713.25,,,
December 2017,3019713.25,203955505.0,29661466.0,174294039.0
March 2018,1169980.25,,,
June 2018,1169980.25,,,
September 2018,1169980.25,,,
December 2018,1169980.25,218987996.0,32882730.0,186105266.0
March 2019,,211553052.0,27082142.0,184470910.0
June 2019,,205227196.0,25303526.0,179923670.0
September 2019,,196433169.0,28083576.0,168349593.0
December 2019,,203095269.0,29020940.0,174074329.0
March 2020,,199339722.0,34227041.0,165112681.0
June 2020,,193935926.0,25549792.0,168386134.0
September 2020,,214247193.0,29435010.0,184812183.0
December 2020,,191784730.0,31544135.0,160240595.0
