,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,378632.0,4886.0,,-495955.5,,,
June 2010,477021.0,762.0,,-495955.5,,,
September 2010,673880.0,4780.0,,-495955.5,,,
December 2010,673880.0,4780.0,,-495955.5,2153694.0,901203.0,
March 2011,1034528.0,23852.0,,-935700.0,,,
June 2011,1912851.0,37484.0,,-1835258.0,4760602.0,3541931.0,
September 2011,1305392.0,33624.0,,-1149094.0,,,
December 2011,1170019.0,20705.0,,-858489.0,3571640.0,2329595.0,
March 2012,1113127.0,24687.0,,-783430.0,3413549.0,1570344.0,
June 2012,967857.0,45860.0,,-797734.0,2725246.0,936699.0,
September 2012,957126.0,33650.0,,-792109.0,2692808.0,951940.0,
December 2012,781717.0,21845.0,,-552937.0,2561160.0,923778.0,827389.0
March 2013,801277.0,31350.0,,-662672.0,2324985.0,731448.0,
June 2013,816672.0,21285.0,,-647826.0,2200081.0,673118.0,
September 2013,764025.0,0.0,,-506909.0,2262598.0,753511.0,
December 2013,835044.0,816.0,,-627084.0,2115250.0,658952.0,706197.0
March 2014,1307704.0,15356.0,,-788010.0,4861338.0,3462517.0,
June 2014,966381.0,37395.0,,-1278385.0,4792678.0,3454778.0,
September 2014,724786.0,6933.0,,-1282857.0,4455576.0,3156271.0,
December 2014,827269.0,9430.0,,-700461.0,3813743.0,2569294.0,
March 2015,885177.0,23226.0,,-724180.0,3237248.0,2006533.0,
June 2015,710130.0,15672.0,,-420267.0,2755089.0,1595822.0,
September 2015,725779.0,29346.0,,-506790.0,2383536.0,1281897.0,
December 2015,644444.0,3268.0,,-431406.0,2022731.0,858693.0,
March 2016,847625.0,0.0,,-527564.0,1763880.0,654498.0,
June 2016,622822.0,0.0,,-305363.0,1682239.0,638789.0,
September 2016,603485.0,4153.0,,-331898.0,1542587.0,558592.0,
December 2016,785475.0,586.0,,-487455.0,1485250.0,537089.0,
March 2017,680145.0,753.75,610773.0,-312791.0,2080380.0,1101180.0,
June 2017,622129.0,753.75,,-360717.0,1823377.0,896076.0,
September 2017,619349.0,753.75,,-428402.0,1740105.0,852956.0,
December 2017,548777.0,753.75,,-375135.0,1449457.0,608508.0,
March 2018,610308.0,,568305.0,-326636.0,1359779.0,551586.0,
June 2018,660326.0,,616997.0,-418584.0,1269819.0,472018.0,
September 2018,542137.0,,499143.0,-152179.0,1409812.0,653496.0,
December 2018,844696.0,,499060.0,-481957.0,1043777.0,629646.0,
March 2019,477306.0,0.0,462221.0,-180298.0,1190768.0,769809.0,
June 2019,558267.0,0.0,491556.0,-185304.0,1128830.0,687701.0,
September 2019,506454.0,0.0,491339.0,-209609.0,1085725.0,655973.0,
December 2019,518197.0,0.0,555075.0,-220991.0,1091943.0,656432.0,
March 2020,468547.0,0.0,453904.0,-174948.0,1133119.0,541887.0,
June 2020,423131.0,0.0,408488.0,-248887.0,1011099.0,444518.0,
September 2020,441745.0,0.0,427250.0,-198287.0,1029396.0,484904.0,
December 2020,403553.0,0.0,390805.0,-200360.0,986520.0,463901.0,
March 2021,474121.0,2700.0,457476.0,-242919.0,967898.0,446451.0,
June 2021,428610.0,3929.0,407079.0,-9374.0,1064272.0,563703.0,
September 2021,385338.0,1825.0,365785.0,3693.0,1039621.0,562219.0,
December 2021,406144.0,6705.0,382644.0,-187062.0,935364.0,487411.0,
March 2022,333323.0,,318674.0,-74552.0,932979.0,512884.0,
June 2022,374412.0,,359763.0,-99010.0,910182.0,512796.0,
