,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,4619250.0,4810250.0,,
June 2010,4619250.0,4810250.0,,
September 2010,4619250.0,4810250.0,,
December 2010,4619250.0,4810250.0,,
March 2011,3802000.0,8635000.0,,
June 2011,4412000.0,4940000.0,,
September 2011,5154000.0,8381000.0,,
December 2011,3934000.0,10633000.0,546442000.0,56460000.0
March 2012,4549000.0,11123000.0,,
June 2012,4334000.0,12012000.0,641824000.0,21644000.0
September 2012,5224000.0,11900000.0,702609000.0,44811000.0
December 2012,7095000.0,24402000.0,707604000.0,40631000.0
March 2013,4263000.0,22230000.0,714846000.0,44626000.0
June 2013,6104000.0,40659000.0,727964000.0,42999000.0
September 2013,7188000.0,27716000.0,773521000.0,52710000.0
December 2013,18019000.0,46659000.0,913013000.0,46575000.0
March 2014,12555000.0,34855000.0,934126000.0,49964000.0
June 2014,10556000.0,58968000.0,1145409000.0,55281000.0
September 2014,12674000.0,56533000.0,1358284000.0,199441000.0
December 2014,15364000.0,84833000.0,1822819000.0,199445000.0
March 2015,15653000.0,95306000.0,1951369000.0,238302000.0
June 2015,13727000.0,133305000.0,2037024000.0,77287000.0
September 2015,14205000.0,94116000.0,2168089000.0,86876000.0
December 2015,18317000.0,120321000.0,2633835000.0,447550000.0
March 2016,17523000.0,136735000.0,2420565000.0,102055000.0
June 2016,16791000.0,131859000.0,2733328000.0,176784000.0
September 2016,17725000.0,133660000.0,2829492000.0,95563000.0
December 2016,20431000.0,135700000.0,3075840000.0,172059000.0
March 2017,17400000.0,143196000.0,3160475000.0,151466000.0
June 2017,15812000.0,139139000.0,3219642000.0,124825000.0
September 2017,18758000.0,142938000.0,3347429000.0,123172000.0
December 2017,25351000.0,146631000.0,3548827000.0,147327000.0
March 2018,26390000.0,260350000.0,3693275000.0,147341000.0
June 2018,24438000.0,233832000.0,6562425000.0,864884000.0
September 2018,26860000.0,209927000.0,9266191000.0,239631000.0
December 2018,44143000.0,-36107000.0,9456121000.0,286814000.0
March 2019,32920000.0,251931000.0,9888585000.0,296465000.0
June 2019,26406000.0,152438000.0,12063170000.0,313386000.0
September 2019,23845000.0,-10518000.0,12154037000.0,345120000.0
December 2019,27449000.0,-210478000.0,11815019000.0,294873000.0
March 2020,27897000.0,251678000.0,12858054000.0,302607000.0
