,OperatingExpenses,NetIncomeLoss,Assets
March 2014,1501250.0,,
June 2014,1501250.0,,
September 2014,1501250.0,,
December 2014,1501250.0,,
March 2015,1511000.0,,
June 2015,1511000.0,,
September 2015,1511000.0,,
December 2015,1511000.0,,
March 2016,1312250.0,6848000.0,
June 2016,1312250.0,4568000.0,
September 2016,1312250.0,5043000.0,
December 2016,1312250.0,7056000.0,
March 2017,1167000.0,1111000.0,
June 2017,925000.0,-4797000.0,
September 2017,1037000.0,619000.0,
December 2017,1082000.0,3345000.0,1077357000.0
March 2018,1150000.0,-14874000.0,
June 2018,,-14647000.0,1534529000.0
September 2018,,-4697000.0,1571407000.0
December 2018,,9172000.0,1381846000.0
March 2019,,1228000.0,1428728000.0
June 2019,,-7500000.0,1481953000.0
September 2019,,4975000.0,1519754000.0
December 2019,,-465000.0,1541667000.0
March 2020,,-13643000.0,1534395000.0
June 2020,,-3977000.0,1651743000.0
September 2020,,-23630000.0,1604275000.0
December 2020,,6467000.0,1642411000.0
March 2021,,8431000.0,1688750000.0
June 2021,,10267000.0,1739747000.0
September 2021,,15940000.0,1805234000.0
December 2021,,19470000.0,1873057000.0
March 2022,,9841000.0,1966625000.0
June 2022,,13300000.0,2112131000.0
