,NetIncomeLoss,Assets
March 2009,-1401834250.0,
June 2009,-1401834250.0,
September 2009,-1401834250.0,
December 2009,-1401834250.0,
March 2010,721036.0,
June 2010,514090.0,
September 2010,1045066.0,
December 2010,883579.0,659928255000.0
March 2011,782643.0,
June 2011,1089829.0,661014669.0
September 2011,1324585.0,659724850.0
December 2011,3422479.0,700681256.0
March 2012,1087980.0,649343451.0
June 2012,1364734.0,651238722.0
September 2012,1562636.0,649465728.0
December 2012,1728816.0,683973081.0
March 2013,2000468.0,679068584.0
June 2013,1598532.0,680940511.0
September 2013,2084092.0,701875412.0
December 2013,2427947.0,690553476.0
